期数,日期,红球,蓝球,销售额,奖池金额,一等奖中奖人数,一等奖中奖金额,二等奖中奖人数,二等奖中奖金额,三等奖中奖人数,三等奖中奖金额,四等奖中奖人数,四等奖中奖金额,五等奖中奖人数,五等奖中奖金额,六等奖中奖人数,六等奖中奖金额,中奖情况
2014035,2014-04-01(二),"07,08,09,17,32,33",06,385901784,239056900,10,6852544,199,139639,2142,3000,87234,200,1456219,10,11605927,5,"北京1注,河北1注,吉林1注,浙江1注,山东2注,河南1注,湖北1注,云南1注,新疆1注,共10注。"
2014034,2014-03-30(日),"01,03,04,08,25,31",06,432189956,242743280,20,5471886,102,138790,2626,3000,148364,200,2374435,10,20657853,5,"河北1注,内蒙古1注,吉林3注,上海1注,江苏2注,浙江1注,安徽3注,江西1注,山东1注,河南1注,四川2注,贵州2注,甘肃1注,共20注。"
2014033,2014-03-27(四),"05,13,23,28,32,33",12,403193612,319148956,17,5965697,303,81271,3112,3000,117213,200,1928489,10,12683412,5,"北京1注,河北1注,内蒙古1注,江苏1注,浙江3注,山东1注,重庆1注,湖北1注,广东3注,贵州1注,陕西1注,青海1注,宁夏1注,共17注。"
2014032,2014-03-25(二),"01,02,14,22,29,33",07,397424848,363106803,3,10000000,94,281203,1349,3000,67989,200,1287924,10,15220741,5,"湖南1注,广东1注,甘肃1注,共3注。"
2014031,2014-03-23(日),"04,10,16,17,21,27",14,443595958,331429504,16,6710711,368,111568,2027,3000,98572,200,1732936,10,7476070,5,"北京1注,河北2注,山西1注,内蒙古1注,江苏1注,浙江1注,福建1注,山东1注,重庆1注,广东2注,四川4注,共16注。"
2014030,2014-03-20(四),"12,18,19,23,24,30",10,396594924,343001056,8,7352776,208,135737,1737,3000,90313,200,1658283,10,12072805,5,"河北1注,吉林1注,浙江1注,重庆1注,湖北3注,深圳1注,共8注。"
2014029,2014-03-18(二),"02,07,14,16,21,29",14,396072528,335945528,8,8317056,137,290545,911,3000,61956,200,1272121,10,6709571,5,"内蒙古1注,黑龙江1注,上海1注,江苏1注,江西1注,河南1注,陕西1注,深圳1注,共8注。"
2014028,2014-03-16(日),"06,16,21,27,30,32",05,435709368,309604392,8,7421842,72,403640,1510,3000,76326,200,1432186,10,16501366,5,"北京1注,天津1注,内蒙古1注,辽宁1注,上海1注,福建1注,重庆1注,广东1注,共8注。"
2014027,2014-03-13(四),"08,10,14,16,30,31",01,384105632,301167546,2,10000000,75,494198,911,3000,56186,200,1122804,10,7892789,5,"安徽1注,广东1注,共2注。"
2014026,2014-03-11(二),"01,02,05,06,11,23",14,376888174,234682846,2,10000000,135,249376,992,3000,59916,200,1222309,10,9054705,5,"辽宁1注,上海1注,共2注。"
2014025,2014-03-09(日),"01,05,10,14,16,30",16,420328670,176129274,3,10000000,96,463736,809,3000,48022,200,1058218,10,6990354,5,"安徽1注,重庆1注,河南1注,共3注。"
2014024,2014-03-06(四),"08,10,16,20,23,30",09,380942014,102252288,24,5494247,288,61780,3321,3000,133114,200,2055589,10,14042042,5,"北京1注,河北1注,江苏4注,浙江1注,安徽1注,福建1注,江西3注,河南1注,湖北1注,湖南5注,广东1注,广西1注,四川2注,云南1注,共24注。"
2014023,2014-03-04(二),"07,09,13,17,21,22",10,379325720,192597457,13,6506941,178,165086,1744,3000,82684,200,1464786,10,10300350,5,"河北1注,山西1注,内蒙古1注,辽宁1注,吉林1注,福建1注,山东1注,湖南1注,广东3注,陕西2注,共13注。"
2014022,2014-03-02(日),"04,06,07,10,21,26",16,422477050,208621864,8,7916237,110,318134,1299,3000,75765,200,1525081,10,11212691,5,"北京1注,辽宁1注,江苏1注,浙江1注,安徽1注,福建1注,广东2注,共8注。"
2014021,2014-02-27(四),"08,10,15,17,22,29",12,376012996,190297125,9,6781386,119,202090,1859,3000,87708,200,1550084,10,13092905,5,"河北1注,辽宁1注,黑龙江1注,江苏1注,安徽1注,山东1注,广东1注,四川1注,深圳1注,共9注。"
2014020,2014-02-25(二),"09,14,17,23,24,25",15,369800298,195215928,4,10000000,118,312907,926,3000,63393,200,1385905,10,5761898,5,"辽宁2注,上海1注,江西1注,共4注。"
2014019,2014-02-23(日),"02,10,15,19,20,21",07,409381396,149062025,5,6752686,95,138369,2485,3000,115595,200,1920914,10,21399317,5,"内蒙古1注,辽宁1注,江苏1注,湖北1注,云南1注,共5注。"
2014018,2014-02-20(四),"13,17,18,21,30,33",15,366787508,152153450,5,5000000,51,738936,838,3000,40497,200,871320,10,6956012,5,"山东1注,河南1注,陕西2注,深圳1注,共5注。"
2014017,2014-02-18(二),"04,06,07,14,25,26",10,354286552,89220000,24,5330216,218,54531,4793,3000,154665,200,2100578,10,13531327,5,"北京1注,河北1注,山西1注,辽宁1注,吉林1注,黑龙江1注,上海5注,江苏3注,江西1注,山东3注,湖南1注,广西1注,云南3注,深圳1注,共24注。"
2014016,2014-02-16(日),"02,03,07,13,21,24",08,394728698,189407019,3,10000000,106,265652,1637,3000,86264,200,1602851,10,12272153,5,"辽宁1注,江西1注,湖南1注,共3注。"
2014015,2014-02-13(四),"02,11,19,30,32,33",09,345827928,153702230,11,6247355,101,203775,1410,3000,69590,200,1261561,10,14017505,5,"天津1注,江苏1注,浙江2注,河南1注,广西3注,海南1注,云南1注,深圳1注,共11注。"
2014014,2014-02-11(二),"04,09,19,22,25,29",15,340281006,174399960,10,6994695,128,233753,1281,3000,68107,200,1279961,10,7347779,5,"北京1注,黑龙江2注,福建2注,山东1注,重庆1注,贵州1注,云南1注,宁夏1注,共10注。"
2014013,2014-02-09(日),"05,09,13,15,17,21",13,447850102,174532572,12,6357176,127,192355,2463,3000,110736,200,1894163,10,17907629,5,"北京1注,内蒙古1注,上海1注,江苏1注,安徽1注,福建1注,江西1注,山东2注,广东1注,四川1注,陕西1注,共12注。"
2014012,2014-01-28(二),"01,08,11,19,21,24",08,364615256,193817286,6,7572430,79,293061,1784,3000,82750,200,1445019,10,13027276,5,"北京1注,山西1注,上海1注,安徽1注,河南1注,湖南1注,共6注。"
2014011,2014-01-26(日),"09,10,13,14,21,32",02,400827700,185230836,7,7928774,120,256267,1685,3000,81473,200,1522309,10,11465155,5,"北京1注,辽宁1注,上海1注,江苏1注,江西1注,重庆2注,共7注。"
2014010,2014-01-23(四),"05,07,08,20,31,33",11,359922428,168977284,2,10000000,207,127770,1232,3000,64752,200,1253686,10,11803429,5,"山东1注,云南1注,共2注。"
2014009,2014-01-21(二),"08,09,19,20,25,32",16,348408848,127264176,6,5000000,229,108965,2012,3000,93717,200,1637420,10,9277991,5,"天津1注,辽宁1注,浙江1注,福建1注,湖北1注,陕西1注,共6注。"
2014008,2014-01-19(日),"05,14,16,21,29,30",12,392135484,99040432,8,5000000,189,182182,1292,3000,71607,200,1463057,10,8908670,5,"内蒙古1注,江苏1注,安徽3注,山东1注,河南1注,广东1注,共8注。"
2014007,2014-01-16(四),"08,10,12,14,18,28",14,346606050,58697890,13,5000000,198,137874,1854,3000,84164,200,1515233,10,8258568,5,"上海1注,浙江1注,安徽1注,江西1注,重庆1注,广东2注,广西5注,云南1注,共13注。"
2014006,2014-01-14(二),"03,04,07,17,21,27",14,369941458,30000000,70,4194362,296,81603,2666,3000,125714,200,1960586,10,9601772,5,"山西1注,浙江3注,江西48注,河南1注,湖北1注,湖南1注,广东10注,广西3注,陕西1注,深圳1注,共70注。"
2014005,2014-01-12(日),"15,18,23,27,32,33",04,414088906,237244320,6,9383724,77,512383,973,3000,53350,200,1202881,10,9154805,5,"江苏1注,河南1注,湖南1注,广东1注,甘肃1注,深圳1注,共6注。"
2014004,2014-01-09(四),"01,04,19,22,24,25",15,373155800,201488460,5,9580091,113,303988,1035,3000,56508,200,1166507,10,8454477,5,"北京1注,安徽1注,山东2注,广东1注,共5注。"
2014003,2014-01-07(二),"06,10,11,28,30,33",12,363993362,169237320,6,7804024,147,171674,1778,3000,85239,200,1536591,10,11297659,5,"内蒙古1注,江苏2注,福建1注,四川1注,贵州1注,共6注。"
2014002,2014-01-05(日),"04,21,23,31,32,33",04,408021124,157176954,6,8403112,105,291695,1643,3000,81424,200,1432818,10,12459002,5,"内蒙古1注,黑龙江1注,江苏1注,安徽1注,江西1注,广东1注,共6注。"
2014001,2014-01-02(四),"03,09,15,20,27,29",01,371341368,136130274,3,5000000,139,251264,1152,3000,66979,200,1406407,10,6924462,5,"山西1注,黑龙江1注,新疆1注,共3注。"
2013154,2013-12-31(二),"07,11,14,19,24,29",05,382836786,69636912,16,5625000（含加奖625000）,182,172542,1773,3000,79430,200,1430888,10,9480128,5,"上海1注,湖北2注,湖南2注,广东11注,共16注。"
2013153,2013-12-29(日),"08,11,13,18,28,33",10,394373774,76364070,6,6666666（含加奖1666666）,116,282133,1341,3000,71836,200,1361468,10,10429347,5,"河北1注,辽宁1注,浙江1注,重庆1注,云南2注,共6注。"
2013152,2013-12-26(四),"04,06,14,16,18,29",05,353968798,30000000,28,2774257（含加奖357142）,213,75813,2833,3000,107869,200,1615886,10,14677115,5,"北京3注,河北1注,山西1注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东9注,重庆1注,河南1注,广东6注,贵州1注,深圳1注,共28注。"
2013151,2013-12-24(二),"03,09,10,19,28,33",09,376460226,30000000,45,5051762（含加奖222222）,391,31951,4347,3000,157169,200,2191483,10,15286466,5,"北京1注,天津2注,内蒙古2注,黑龙江1注,上海6注,江苏1注,浙江3注,安徽1注,福建1注,江西1注,湖北5注,湖南1注,广东2注,广西1注,贵州11注,陕西4注,新疆1注,深圳1注,共45注。"
2013150,2013-12-22(日),"01,15,16,25,26,29",10,409001896,188178865,5,11579919（含加奖2000000）,93,369348,1388,3000,64814,200,1224813,10,11307604,5,"河北1注,内蒙古1注,辽宁1注,湖南2注,共5注。"
2013149,2013-12-19(四),"09,18,25,26,30,32",11,369490424,155929878,9,8188009（含加奖1111111）,117,239642,1492,3000,80045,200,1526752,10,10367472,5,"北京1注,内蒙古1注,上海1注,江苏3注,浙江1注,湖北1注,广东1注,共9注。"
2013148,2013-12-17(二),"06,11,12,14,17,22",01,354333120,154199665,5,11973853（含加奖2000000）,120,310865,801,3000,46576,200,1043715,10,5424307,5,"北京1注,安徽1注,江西1注,湖南1注,广东1注,共5注。"
2013147,2013-12-15(日),"02,15,16,17,19,30",08,400947352,117026496,18,6544074（含加奖555555）,132,202197,2001,3000,89167,200,1572632,10,13586949,5,"河北1注,黑龙江2注,河南1注,广东7注,广西1注,四川1注,深圳5注,共18注。"
2013146,2013-12-12(四),"08,20,25,30,32,33",01,404451866,162543128,4,7500000（含加奖2500000）,147,261336,1226,3000,66923,200,1351859,10,7909026,5,"山东1注,贵州1注,陕西1注,深圳1注,共4注。"
2013145,2013-12-10(二),"06,10,13,16,23,24",15,364933776,92904565,13,5769230（含加奖769230）,237,105672,2667,3000,104182,200,1629952,10,10039822,5,"河北1注,辽宁2注,黑龙江1注,江苏1注,山东1注,湖北1注,广东3注,新疆2注,深圳1注,共13注。"
2013144,2013-12-08(日),"05,07,12,19,27,31",02,406764784,99467508,12,5833333（含加奖833333）,308,106753,1733,3000,92083,200,1645043,10,9929701,5,"内蒙古1注,辽宁1注,上海2注,江苏3注,浙江2注,云南1注,甘肃1注,新疆1注,共12注。"
2013143,2013-12-05(四),"12,18,21,22,27,32",11,364973022,82747368,8,6250000（含加奖1250000）,90,280224,1411,3000,68146,200,1265371,10,12850691,5,"辽宁1注,上海1注,江西1注,山东1注,广东2注,陕西2注,共8注。"
2013142,2013-12-03(二),"11,12,14,20,22,29",14,356100256,63900184,8,6250000（含加奖1250000）,119,266147,1171,3000,55431,200,1122936,10,8617774,5,"北京1注,天津2注,河北1注,山西1注,浙江1注,湖南1注,四川1注,共8注。"
2013141,2013-12-01(日),"03,04,05,25,30,31",04,409703546,30000000,25,4151240（含加奖400000）,180,40462,3676,3000,153503,200,2374779,10,22200224,5,"北京1注,天津1注,河北2注,辽宁1注,江苏1注,浙江2注,安徽2注,江西1注,山东2注,广东5注,云南1注,陕西1注,甘肃2注,宁夏1注,新疆1注,深圳1注,共25注。"
2013140,2013-11-28(四),"01,05,12,13,21,22",10,359556480,76786944,4,7500000（含加奖2500000）,125,228983,1149,3000,68167,200,1305690,10,10127090,5,"黑龙江1注,江苏1注,云南1注,宁夏1注,共4注。"
2013139,2013-11-26(二),"07,08,11,13,21,27",08,372082440,30000000,25,4905577（含加奖400000）,184,89406,3212,3000,133890,200,2110649,10,13992790,5,"北京1注,天津1注,河北1注,辽宁1注,上海2注,江苏1注,浙江2注,安徽1注,江西2注,重庆1注,河南2注,湖北2注,湖南1注,广东3注,广西2注,甘肃1注,青海1注,共25注。"
2013138,2013-11-24(日),"04,15,16,24,27,28",03,402650432,74254260,10,6000000（含加奖1000000）,161,194166,1639,3000,77833,200,1455093,10,11612263,5,"吉林2注,黑龙江1注,上海1注,浙江1注,安徽1注,江西1注,广东1注,甘肃1注,深圳1注,共10注。"
2013137,2013-11-21(四),"04,17,19,23,24,27",10,379293130,51312261,27,5953328（含加奖370370）,420,56213,3585,3000,134689,200,1979347,10,9933585,5,"河北1注,辽宁3注,黑龙江1注,上海1注,江苏6注,浙江3注,山东2注,重庆3注,河南1注,湖北1注,广东1注,陕西2注,甘肃1注,新疆1注,共27注。"
2013136,2013-11-19(二),"04,06,14,16,18,26",06,369164734,116962560,12,7096267（含加奖833333）,139,163545,2736,3000,94285,200,1489546,10,12630837,5,"北京1注,山西1注,内蒙古2注,安徽1注,河南2注,湖南1注,广东1注,广西1注,云南1注,深圳1注,共12注。"
2013135,2013-11-17(日),"09,23,24,25,29,31",12,406720240,139074525,5,7000000（含加奖2000000）,113,309968,1329,3000,70499,200,1337691,10,10214911,5,"黑龙江1注,浙江1注,安徽1注,山东1注,深圳1注,共5注。"
2013134,2013-11-14(四),"01,17,18,19,25,29",10,372289714,82346272,16,6687967（含加奖625000）,118,216196,1600,3000,80731,200,1449671,10,12388337,5,"内蒙古1注,黑龙江3注,上海2注,江苏2注,浙江6注,安徽1注,山东1注,共16注。"
2013133,2013-11-12(二),"04,07,12,19,22,25",01,361709328,119827596,12,7671892（含加奖833333）,248,133443,1094,3000,64222,200,1255061,10,7649399,5,"黑龙江2注,江苏1注,浙江2注,山东6注,四川1注,共12注。"
2013132,2013-11-10(日),"20,21,22,23,25,27",12,420848208,124670825,25,6197955（含加奖400000）,176,170018,1397,3000,69524,200,1321083,10,15032918,5,"江苏1注,广东1注,广西1注,贵州1注,云南1注,陕西20注,共25注。"
2013131,2013-11-07(四),"04,06,12,17,19,26",09,388319260,199798632,18,6291307（含加奖555555）,130,152810,2698,3000,115705,200,1914416,10,14735914,5,"北京1注,河北2注,辽宁2注,黑龙江1注,福建1注,江西1注,山东1注,重庆3注,湖南1注,广东3注,深圳2注,共18注。"
2013130,2013-11-05(二),"01,03,15,16,31,33",08,385080972,256689792,12,7637890（含加奖833333）,115,282452,1289,3000,64654,200,1183898,10,10355893,5,"北京1注,河北1注,山西1注,黑龙江1注,上海1注,江苏1注,浙江1注,福建1注,湖北1注,广东2注,广西1注,共12注。"
2013129,2013-11-03(日),"05,06,10,14,27,31",14,418710844,262553088,4,12500000（含加奖2500000）,144,299336,797,3000,56852,200,1270351,10,7004348,5,"黑龙江1注,江苏1注,安徽1注,山东1注,共4注。"
2013128,2013-10-31(四),"07,13,17,19,25,31",08,381844688,201975928,8,8483315（含加奖1250000）,156,171793,1975,3000,84056,200,1418070,10,12170872,5,"上海2注,浙江1注,重庆1注,湖北1注,深圳3注,共8注。"
2013127,2013-10-29(二),"02,03,13,20,22,33",14,376726836,197309615,5,11767862（含加奖2000000）,216,165550,1160,3000,66620,200,1237003,10,7245112,5,"天津1注,浙江2注,湖南1注,广东1注,共5注。"
2013126,2013-10-27(日),"04,10,19,27,31,33",16,408866622,162711340,5,12000000（含加奖2000000）,155,247917,1049,3000,60444,200,1275355,10,8852883,5,"河北1注,内蒙古1注,湖南1注,广东1注,新疆1注,共5注。"
2013125,2013-10-24(四),"04,06,08,18,25,28",16,372984566,123047728,8,9047241（含加奖1250000）,308,108983,1519,3000,86691,200,1669210,10,6457094,5,"辽宁1注,福建1注,重庆1注,湖南1注,广东1注,贵州1注,深圳2注,共8注。"
2013124,2013-10-22(二),"03,09,15,23,25,30",07,347249642,107102896,8,5000000,140,186561,1665,3000,78075,200,1400469,10,9695078,5,"内蒙古1注,浙江4注,安徽1注,重庆1注,宁夏1注,共8注。"
2013123,2013-10-20(日),"01,02,06,11,17,25",02,385822278,86159328,12,5000000,109,277152,1433,3000,75691,200,1420180,10,10943042,5,"上海3注,浙江1注,山东2注,河南3注,广西1注,四川1注,云南1注,共12注。"
2013122,2013-10-17(四),"07,10,13,15,26,27",11,345544080,75670240,10,5000000,173,161020,1417,3000,78474,200,1470963,10,8361157,5,"浙江1注,福建1注,山东1注,湖北2注,广西1注,海南1注,四川1注,贵州2注,共10注。"
2013121,2013-10-15(二),"04,05,06,07,25,27",07,337100116,60671480,5,5000000,155,135981,2088,3000,92754,200,1570659,10,10880084,5,"内蒙古1注,辽宁1注,江西1注,河南1注,贵州1注,共5注。"
2013120,2013-10-13(日),"05,06,13,18,23,31",11,404684072,36491411,47,5263001,447,41480,4923,3000,156874,200,2170766,10,13727660,5,"北京3注,河北1注,辽宁2注,吉林2注,黑龙江3注,上海1注,江苏2注,浙江9注,安徽2注,山东1注,重庆1注,湖北1注,湖南1注,广东6注,广西4注,四川1注,贵州1注,云南3注,陕西1注,甘肃1注,深圳1注,共47注。"
2013119,2013-10-10(四),"05,15,20,22,26,32",09,357071040,240588702,9,6880734,83,305902,1450,3000,67106,200,1232948,10,12046218,5,"上海1注,江苏1注,山东1注,重庆1注,湖北1注,广东1注,广西3注,共9注。"
2013118,2013-10-08(二),"02,03,17,22,32,33",16,343511272,243272184,6,8693827,93,357467,1147,3000,53632,200,1011033,10,6645594,5,"上海1注,江苏1注,安徽1注,广东2注,深圳1注,共6注。"
2013117,2013-10-06(日),"09,12,13,24,27,33",16,368579726,217864773,19,6129010,232,138693,1034,3000,69622,200,1323070,10,8618192,5,"辽宁10注,上海1注,江苏2注,安徽2注,湖北1注,广东2注,广西1注,共19注。"
2013116,2013-10-03(四),"12,15,21,26,32,33",07,312633700,259236778,2,10000000,148,194817,668,3000,38956,200,821713,10,7813620,5,"辽宁1注,江苏1注,共2注。"
2013115,2013-10-01(二),"03,12,16,17,18,27",08,319974332,211959722,13,6116365,122,178435,1516,3000,77783,200,1341036,10,10141741,5,"北京1注,河北2注,山西1注,山东1注,河南2注,广东1注,云南5注,共13注。"
2013114,2013-09-29(日),"04,06,17,21,23,33",07,398506774,240677850,5,10000000,97,389940,1004,3000,53915,200,1097481,10,8883524,5,"黑龙江1注,江苏1注,河南1注,四川1注,青海1注,共5注。"
2013113,2013-09-26(四),"04,07,11,17,24,33",09,353992568,202421233,7,7162340,147,154452,2017,3000,88793,200,1506550,10,11779868,5,"河北1注,辽宁1注,安徽1注,云南2注,陕西1注,深圳1注,共7注。"
2013112,2013-09-24(二),"01,06,12,13,22,31",07,344881702,199580280,12,6452204,77,339476,1219,3000,59399,200,1097942,10,11068710,5,"浙江1注,重庆10注,深圳1注,共12注。"
2013111,2013-09-22(日),"01,02,03,06,08,33",13,401502238,216014150,22,5988146,252,129400,1991,3000,86948,200,1486027,10,9963423,5,"北京1注,河北2注,内蒙古1注,黑龙江2注,上海1注,浙江3注,安徽1注,福建3注,重庆1注,河南2注,广东1注,四川2注,新疆1注,深圳1注,共22注。"
2013110,2013-09-19(四),"15,17,18,21,29,32",13,341867256,271666100,4,9320948,56,462958,857,3000,54810,200,1127790,10,11257019,5,"北京1注,天津1注,安徽1注,广东1注,共4注。"
