期数,日期,红球,蓝球,销售额,奖池金额,一等奖中奖人数,一等奖中奖金额,二等奖中奖人数,二等奖中奖金额,三等奖中奖人数,三等奖中奖金额,四等奖中奖人数,四等奖中奖金额,五等奖中奖人数,五等奖中奖金额,六等奖中奖人数,六等奖中奖金额,中奖情况
2018152,2018-12-27(四),"04,14,16,23,28,29",03,342935808,1247608325,20,5479653,168,71376,5101,3000,155083,200,1893432,10,10963861,5,"山西2注,内蒙古1注,辽宁2注,吉林1注,上海2注,江苏1注,安徽2注,湖北1注,广西1注,四川1注,云南4注,西藏1注,甘肃1注,共20注。"
2018151,2018-12-25(二),"05,15,19,25,26,29",15,345353380,1321227399,4,9708849,203,115981,2250,3000,87941,200,1559540,10,7022515,5,"辽宁1注,福建1注,江西1注,河南1注,共4注。"
2018150,2018-12-23(日),"06,08,15,19,20,31",05,377320206,1289430060,15,6255214,270,87167,1872,3000,87470,200,1535783,10,10455593,5,"河北1注,内蒙古1注,上海2注,江苏1注,浙江1注,安徽3注,山东1注,湖北1注,广东1注,广西1注,四川2注,共15注。"
2018149,2018-12-20(四),"01,07,08,10,12,24",01,353364860,1312652452,12,6743951,212,123392,1525,3000,81458,200,1611901,10,6305213,5,"辽宁1注,黑龙江1注,江苏5注,浙江1注,重庆1注,广东1注,陕西2注,共12注。"
2018148,2018-12-18(二),"03,06,18,19,21,31",01,346743178,1315102044,11,6665301,210,109037,1475,3000,75902,200,1391588,10,8958260,5,"浙江3注,安徽1注,重庆1注,河南2注,广东3注,四川1注,共11注。"
2018147,2018-12-16(日),"03,15,17,23,27,30",11,378419434,1319726677,11,6875712,102,252853,1391,3000,71585,200,1275425,10,10203417,5,"辽宁2注,上海2注,江苏1注,福建1注,山东1注,湖南1注,广西1注,四川2注,共11注。"
2018146,2018-12-13(四),"02,10,11,17,18,29",16,345409226,1317986374,13,6395974,157,144487,1499,3000,80487,200,1517079,10,8549392,5,"北京1注,江苏2注,浙江4注,山东1注,湖北1注,广东3注,陕西1注,共13注。"
2018145,2018-12-11(二),"03,09,13,22,23,25",06,349376292,1333080271,21,5598712,172,91373,2541,3000,107950,200,1745779,10,12331751,5,"辽宁1注,上海1注,浙江2注,安徽1注,福建1注,江西1注,湖北1注,湖南2注,广东2注,四川5注,云南3注,陕西1注,共21注。其中复式或胆拖投注为：辽宁1注,浙江2注,安徽1注,湖北1注,湖南2注,广东2注,四川1注,云南2注,陕西1注。"
2018144,2018-12-09(日),"08,13,17,18,20,27",13,387956028,1403504611,1,10000000,117,241814,1288,3000,68427,200,1385347,10,9105319,5,"天津1注,共1注。其中复式或胆拖投注为：0注。"
2018143,2018-12-06(四),"04,06,15,28,32,33",14,373157016,1328627871,16,6480336,117,253048,1547,3000,56970,200,1124440,10,7428130,5,"河北1注,内蒙古1注,浙江3注,山东1注,重庆1注,河南1注,湖北5注,广东1注,四川2注,共16注。其中复式或胆拖投注为：河北1注,山东1注,湖北5注,四川1注。"
2018142,2018-12-04(二),"05,08,10,11,27,28",11,390581690,1343493083,16,5856527,242,70787,3038,3000,121155,200,1861674,10,14180215,5,"河北1注,黑龙江2注,上海1注,浙江2注,福建1注,山东1注,重庆1注,湖南2注,广东1注,四川1注,贵州2注,甘肃1注,共16注。其中复式或胆拖投注为：河北1注,黑龙江1注,上海1注,浙江2注,福建1注,湖南1注,广东1注,贵州2注,甘肃1注。"
2018141,2018-12-02(日),"11,14,16,18,24,33",04,416166816,1385805866,2,10000000,115,248604,1075,3000,60201,200,1233134,10,12393390,5,"安徽1注,湖南1注,共2注。其中复式或胆拖投注为：安徽1注。"
2018140,2018-11-29(四),"01,15,20,22,25,28",14,386006162,1320037180,0,0,103,318026,736,3000,45819,200,1043408,10,7262021,5,共0注。其中复式或胆拖投注为：0注。
2018139,2018-11-27(二),"11,18,20,23,31,32",15,380559364,1221766906,10,7121941,82,323466,1209,3000,62968,200,1167872,10,10495537,5,"辽宁1注,江苏2注,山东3注,广东2注,陕西1注,深圳1注,共10注。其中复式或胆拖投注为：辽宁1注,山东1注,深圳1注。"
2018138,2018-11-25(日),"01,10,25,27,30,32",09,412013682,1213413511,3,10000000,67,453502,860,3000,53478,200,1155886,10,11102728,5,"安徽1注,广东1注,陕西1注,共3注。其中复式或胆拖投注为：0注。"
2018137,2018-11-22(四),"03,05,11,15,20,23",09,379485292,1152259559,10,6284256,141,113852,2037,3000,98421,200,1687218,10,15813513,5,"内蒙古1注,吉林1注,江苏6注,重庆1注,四川1注,共10注。其中复式或胆拖投注为：内蒙古1注,重庆1注。"
2018136,2018-11-20(二),"10,12,15,25,26,27",14,377111910,1166942493,6,8548933,149,178637,1342,3000,73610,200,1382233,10,9149298,5,"河北2注,辽宁1注,湖北1注,广东1注,云南1注,共6注。其中复式或胆拖投注为：湖北1注,广东1注,云南1注。"
2018135,2018-11-18(日),"01,03,06,10,11,29",16,406719454,1138385085,4,10000000,133,234150,1393,3000,68847,200,1342097,10,8671012,5,"北京1注,山西1注,辽宁1注,河南1注,共4注。其中复式或胆拖投注为：北京1注,辽宁1注。"
2018134,2018-11-15(四),"03,16,18,31,32,33",12,377767366,1084959009,11,6833164,297,84868,1410,3000,70141,200,1222276,10,10760202,5,"北京1注,辽宁1注,江苏1注,安徽1注,福建1注,江西1注,山东1注,河南1注,湖南1注,四川1注,贵州1注,共11注。其中复式或胆拖投注为：辽宁1注,江苏1注,福建1注,江西1注,山东1注,湖南1注,四川1注。"
2018133,2018-11-13(二),"02,04,11,12,18,32",13,374106026,1084505788,3,10000000,65,361738,1212,3000,60469,200,1215357,10,12275313,5,"广东1注,甘肃2注,共3注。其中复式或胆拖投注为：甘肃2注。"
2018132,2018-11-11(日),"01,02,09,10,15,22",06,408709916,1043966776,12,6627168,104,234687,1721,3000,85491,200,1526686,10,13021937,5,"辽宁1注,黑龙江1注,浙江1注,河南1注,广东5注,贵州1注,云南2注,共12注。其中复式或胆拖投注为：黑龙江1注,浙江1注,贵州1注,云南2注。"
2018131,2018-11-08(四),"21,22,24,31,32,33",01,383809176,1050270214,2,10000000,125,244689,1272,3000,52109,200,958807,10,8379214,5,"河北1注,浙江1注,共2注。其中复式或胆拖投注为：河北1注。"
2018130,2018-11-06(二),"05,12,17,18,24,28",12,374274632,978511798,17,6072806,841,27107,2183,3000,130115,200,2160256,10,7606293,5,"北京1注,山西1注,黑龙江1注,上海1注,江苏1注,浙江2注,山东2注,湖南2注,广东1注,海南1注,四川3注,陕西1注,共17注。其中复式或胆拖投注为：北京1注,黑龙江1注,上海1注,山东2注,湖南2注,广东1注,海南1注,四川3注,陕西1注。"
2018129,2018-11-04(日),"02,04,06,16,18,19",16,418290398,1013358099,7,8728266,117,278823,1286,3000,66131,200,1295410,10,8886935,5,"北京1注,辽宁1注,山东2注,河南1注,湖南1注,四川1注,共7注。其中复式或胆拖投注为：山东2注,湖南1注,四川1注。"
2018128,2018-11-01(四),"06,07,08,19,22,23",02,388471822,976588973,11,7226364,300,102041,1459,3000,74487,200,1399319,10,6926710,5,"内蒙古1注,辽宁2注,江苏1注,安徽1注,福建2注,山东1注,河南1注,广东1注,甘肃1注,共11注。其中复式或胆拖投注为：内蒙古1注,江苏1注,福建2注,山东1注,河南1注,甘肃1注。"
2018127,2018-10-30(二),"02,05,06,07,11,15",12,383266268,964241444,13,6414968,202,113827,1795,3000,94486,200,1754214,10,10800641,5,"内蒙古1注,上海3注,浙江1注,安徽1注,福建2注,山东1注,湖南1注,广东1注,陕西1注,新疆1注,共13注。其中复式或胆拖投注为：内蒙古1注,上海3注,安徽1注,湖南1注,广东1注,陕西1注,新疆1注。"
2018126,2018-10-28(日),"01,06,08,09,14,22",05,415778246,978656335,8,7588766,138,187591,1751,3000,81403,200,1503681,10,12722052,5,"安徽1注,湖南3注,贵州1注,云南2注,青海1注,共8注。其中复式或胆拖投注为：湖南3注,贵州1注,云南1注。"
2018125,2018-10-25(四),"03,10,11,14,15,32",02,391293382,961703467,3,10000000,54,598926,761,3000,48149,200,1061628,10,7967331,5,"河北1注,内蒙古1注,辽宁1注,共3注。其中复式或胆拖投注为：河北1注,辽宁1注。"
2018124,2018-10-23(二),"09,13,14,19,22,25",02,378069006,894677451,4,9291791,127,168968,1887,3000,89987,200,1604786,10,11942343,5,"山东1注,湖南1注,广东1注,青海1注,共4注。其中复式或胆拖投注为：山东1注,湖南1注,广东1注。"
2018123,2018-10-21(日),"13,21,24,27,31,32",01,410429482,867467741,6,9217817,115,275075,1064,3000,62598,200,1329855,10,9113155,5,"河南1注,湖北1注,广东1注,贵州1注,云南1注,甘肃1注,共6注。其中复式或胆拖投注为：河南1注,贵州1注。"
2018122,2018-10-18(四),"05,07,20,22,30,32",10,327644802,827873755,31,5238879,230,40245,3741,3000,148275,200,2064488,10,12399354,5,"河北1注,山西1注,辽宁1注,黑龙江1注,江苏2注,浙江4注,安徽1注,福建2注,江西1注,山东1注,河南1注,湖南1注,广东1注,四川3注,贵州2注,云南4注,甘肃1注,青海1注,新疆2注,共31注。"
2018121,2018-10-16(二),"06,08,14,19,23,25",11,321305376,962509317,11,6468429,142,142189,1555,3000,71114,200,1261369,10,9034907,5,"辽宁1注,浙江2注,江西1注,湖北1注,广东3注,广西1注,四川2注,共11注。"
2018120,2018-10-14(日),"03,04,18,26,27,33",01,357215818,973089335,5,9561820,185,154115,1001,3000,57417,200,1137419,10,7025931,5,"天津1注,河北2注,辽宁1注,湖北1注,共5注。"
2018119,2018-10-11(四),"03,13,14,16,25,27",12,328321394,935364310,10,6043410,117,111475,1654,3000,80466,200,1429681,10,14670994,5,"河北2注,山西1注,黑龙江1注,湖南2注,广东1注,广西2注,深圳1注,共10注。"
2018118,2018-10-09(二),"08,12,21,22,27,31",09,322015414,956670540,7,6907203,140,119200,1685,3000,79887,200,1378041,10,11244523,5,"浙江1注,重庆1注,湖北2注,广东1注,贵州1注,深圳1注,共7注。"
2018117,2018-10-07(日),"08,11,15,17,23,25",05,340052040,954956874,6,7824932,189,112100,1376,3000,73078,200,1373208,10,9880371,5,"北京1注,江苏1注,山东1注,广东1注,四川2注,共6注。"
2018116,2018-10-04(四),"05,14,17,22,23,28",15,281786404,938345496,44,5308473,320,53018,1854,3000,87979,200,1424572,10,6561526,5,"内蒙古5注,黑龙江1注,浙江4注,重庆2注,湖南30注,广西1注,陕西1注,共44注。"
2018115,2018-10-02(二),"01,13,19,24,26,29",11,273986534,1121020227,1,10000000,52,243906,971,3000,53641,200,1005871,10,11964173,5,"广东1注,共1注。"
2018114,2018-09-30(日),"01,07,15,16,20,27",14,336072030,1092970758,6,7981155,203,110141,1504,3000,79198,200,1429733,10,8118338,5,"天津1注,浙江1注,福建1注,四川1注,贵州1注,宁夏1注,共6注。"
2018113,2018-09-27(四),"01,06,09,16,25,26",09,314160394,1073781687,11,5895165,208,59175,2114,3000,95883,200,1532946,10,12771281,5,"北京1注,河北2注,江西5注,广东1注,云南1注,深圳1注,共11注。"
2018112,2018-09-25(二),"05,08,18,25,26,31",04,302328982,1101702921,11,6090396,154,97356,2009,3000,87298,200,1423231,10,10090100,5,"河北1注,辽宁1注,江苏1注,山东1注,湖南2注,四川1注,陕西1注,新疆3注,共11注。"
2018111,2018-09-23(日),"01,07,14,24,25,28",08,320180512,1123718442,11,5565493,143,54374,2530,3000,110688,200,1645121,10,15921498,5,"北京1注,辽宁1注,上海1注,浙江1注,江西1注,山东1注,河南1注,湖南1注,四川2注,陕西1注,共11注。"
2018110,2018-09-20(四),"11,13,16,21,22,23",02,307066624,1161612266,2,10000000,66,389022,694,3000,38405,200,809177,10,5981171,5,"吉林1注,重庆1注,共2注。"
2018109,2018-09-18(二),"10,11,18,23,31,33",15,306989720,1104585752,4,8282094,69,237832,1414,3000,69239,200,1227173,10,10884308,5,"黑龙江1注,江苏1注,山东1注,四川1注,共4注。"
2018108,2018-09-16(日),"05,13,18,21,26,30",02,322147946,1088482714,22,5859675,179,132073,1258,3000,57356,200,1045938,10,7516711,5,"北京1注,河北2注,上海5注,浙江1注,福建1注,山东1注,湖北6注,广西1注,四川1注,贵州1注,陕西1注,甘肃1注,共22注。"
2018107,2018-09-13(四),"01,02,05,12,20,22",01,317508712,1146472338,6,8438555,139,185533,1012,3000,53644,200,1025906,10,5679746,5,"辽宁1注,浙江1注,江西1注,山东1注,广西2注,共6注。"
2018106,2018-09-11(二),"04,18,19,24,25,26",10,312096980,1119736168,4,8430179,125,137207,1288,3000,65367,200,1179696,10,11117913,5,"北京1注,辽宁2注,山东1注,共4注。"
2018105,2018-09-09(日),"04,05,13,18,19,25",01,343324268,1102004192,17,6257964,150,178211,1156,3000,64608,200,1355298,10,6271858,5,"北京1注,上海1注,江苏3注,安徽2注,河南10注,共17注。"
2018104,2018-09-06(四),"02,03,06,19,25,29",01,312637426,1128194345,5,8635318,158,143802,1041,3000,56456,200,1088566,10,7401905,5,"北京1注,辽宁1注,上海1注,山东1注,广东1注,共5注。"
2018103,2018-09-04(二),"02,09,15,22,23,24",16,314574584,1103208722,7,7746753,111,216523,1201,3000,51588,200,1057007,10,6702898,5,"吉林1注,福建1注,江西1注,山东2注,四川1注,新疆1注,共7注。"
2018102,2018-09-02(日),"02,06,11,19,21,28",05,340812198,1085333716,4,8922949,163,120335,1906,3000,88291,200,1349901,10,10332754,5,"浙江1注,福建1注,山东1注,四川1注,共4注。"
2018101,2018-08-30(四),"01,03,14,26,29,33",09,308676480,1062181270,5,7864370,70,255747,1045,3000,55885,200,1041620,10,10982801,5,"河北1注,浙江2注,广东2注,共5注。"
2018100,2018-08-28(二),"02,11,14,15,29,33",02,309533260,1047796176,3,10000000,91,234630,1029,3000,50558,200,969856,10,8673758,5,"河北1注,山东1注,河南1注,共3注。"
2018099,2018-08-26(日),"03,07,08,14,25,32",06,339383254,1013742168,12,6102840,242,68357,2133,3000,93560,200,1515096,10,11973080,5,"河北1注,山西2注,黑龙江1注,浙江1注,安徽1注,湖北1注,广东1注,四川2注,云南1注,新疆1注,共12注。"
2018098,2018-08-23(四),"06,10,11,20,29,32",13,314746902,1037348433,9,7336982,125,210328,795,3000,48471,200,1015318,10,5365882,5,"山西2注,辽宁1注,江苏1注,安徽2注,福建1注,山东1注,重庆1注,共9注。"
2018097,2018-08-21(二),"01,02,17,20,25,28",13,313501772,1024508131,1,10000000,38,607210,761,3000,41000,200,850284,10,8466804,5,"广东1注,共1注。"
2018096,2018-08-19(日),"01,05,09,20,28,32",12,338691852,965286126,23,5556088,150,106583,2148,3000,94866,200,1573665,10,12170988,5,"上海1注,江苏1注,浙江1注,河南1注,广东3注,四川7注,贵州5注,云南1注,甘肃1注,青海1注,新疆1注,共23注。"
2018095,2018-08-16(四),"10,11,12,21,26,33",09,320539494,1045113520,4,8780501,87,217270,1189,3000,62527,200,1138281,10,10799822,5,"辽宁2注,福建1注,广东1注,共4注。"
2018094,2018-08-14(二),"04,07,16,20,24,30",05,314204036,1023528004,0,0,148,137747,1301,3000,62638,200,1144407,10,8907745,5,共0注。
2018093,2018-08-12(日),"04,18,20,21,29,33",07,341609166,962368068,3,10000000,78,304804,747,3000,47738,200,1003656,10,10092865,5,"上海1注,浙江1注,贵州1注,共3注。"
2018092,2018-08-09(四),"06,10,16,19,24,33",16,318819890,921043817,1,10000000,95,269198,882,3000,45660,200,920834,10,6587980,5,"天津1注,共1注。"
2018091,2018-08-07(二),"06,11,13,17,25,32",07,315853082,854322188,4,8999907,81,246907,1107,3000,62581,200,1173384,10,9439766,5,"北京1注,江苏1注,浙江2注,共4注。"
2018090,2018-08-05(日),"01,02,04,10,14,23",07,340370390,830323212,12,5776285,85,136991,1895,3000,88102,200,1484920,10,16409951,5,"北京3注,辽宁3注,安徽1注,福建1注,江西1注,山东1注,湖南1注,云南1注,共12注。"
2018089,2018-08-02(四),"06,09,12,14,18,27",14,312432712,864705795,5,9128194,172,150007,875,3000,58019,200,1261577,10,4608518,5,"山西1注,江苏1注,浙江1注,重庆1注,陕西1注,共5注。"
2018088,2018-07-31(二),"03,05,12,29,30,32",14,315199378,832943120,8,7319478,69,336156,880,3000,49122,200,1032477,10,7775876,5,"山西1注,浙江1注,湖北1注,湖南1注,广东4注,共8注。"
2018087,2018-07-29(日),"01,05,10,16,18,31",03,348603358,821914596,3,10000000,74,382259,869,3000,48325,200,1031573,10,7015801,5,"重庆2注,甘肃1注,共3注。"
2018086,2018-07-26(四),"02,07,17,21,23,26",16,322631262,767052918,18,5839185,109,173226,1524,3000,70680,200,1280294,10,10210345,5,"江苏1注,浙江2注,安徽1注,湖北1注,广东2注,陕西1注,深圳10注,共18注。"
2018085,2018-07-24(二),"04,10,25,26,30,33",06,322576362,815513264,8,6541028,88,175116,1323,3000,64697,200,1193589,10,13515399,5,"天津1注,浙江1注,重庆1注,广西3注,云南2注,共8注。"
2018084,2018-07-22(日),"05,06,08,12,22,24",03,347865554,821610647,13,6216121,249,79365,3816,3000,123756,200,1810095,10,7421218,5,"北京1注,内蒙古1注,黑龙江1注,上海1注,福建1注,江西1注,山东2注,河南1注,湖北1注,广东1注,云南1注,甘肃1注,共13注。"
2018083,2018-07-19(四),"04,09,18,21,32,33",03,323565026,843134325,11,6964663,126,214397,650,3000,44444,200,981003,10,5968307,5,"江苏2注,广东8注,云南1注,共11注。"
2018082,2018-07-17(二),"06,12,14,20,22,24",09,319081284,838703256,8,6895145,140,135367,1364,3000,61802,200,1088841,10,10640637,5,"河北3注,浙江1注,河南3注,四川1注,共8注。"
2018081,2018-07-15(日),"01,02,12,16,20,26",03,349698540,837010055,5,9113851,154,166958,1488,3000,66828,200,1261360,10,7612560,5,"山西1注,吉林1注,上海2注,陕西1注,共5注。"
2018080,2018-07-12(四),"04,07,13,20,29,33",03,325310442,805444602,6,8230212,128,189270,1015,3000,56290,200,1090402,10,7457743,5,"河北2注,浙江1注,重庆1注,湖南1注,广西1注,共6注。"
2018079,2018-07-10(二),"14,15,17,22,24,29",13,327442428,782146094,2,10000000,77,347163,733,3000,44442,200,936505,10,6613609,5,"浙江1注,福建1注,共2注。"
2018078,2018-07-08(日),"03,10,14,17,18,30",12,358569878,721951374,6,7550329,204,93762,1704,3000,85462,200,1536502,10,12323987,5,"内蒙古1注,吉林1注,江苏1注,浙江2注,山东1注,共6注。"
2018077,2018-07-05(四),"02,05,09,15,20,24",10,327832004,709870938,7,7421960,109,194423,1536,3000,71795,200,1264980,10,8850455,5,"河北2注,辽宁1注,浙江1注,重庆1注,广西1注,四川1注,共7注。"
2018076,2018-07-03(二),"03,07,08,15,29,30",13,327873252,698248210,22,5565528,363,42843,3328,3000,126338,200,1916957,10,8805727,5,"河北3注,辽宁4注,吉林1注,黑龙江2注,山东1注,河南1注,湖北2注,湖南2注,广东1注,海南1注,四川1注,贵州1注,云南1注,深圳1注,共22注。"
2018075,2018-07-01(日),"07,09,12,13,22,24",11,356378720,774033783,17,5972248,120,172168,1906,3000,83702,200,1497736,10,10909744,5,"上海5注,江苏1注,山东1注,重庆1注,广东4注,广西1注,四川1注,陕西3注,共17注。"
2018074,2018-06-28(四),"09,11,14,20,27,30",09,327800026,813581190,9,6057912,120,99179,2196,3000,88763,200,1439570,10,14855930,5,"辽宁1注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东2注,云南1注,陕西1注,共9注。"
2018073,2018-06-26(二),"02,09,14,15,16,23",10,329645754,832397856,8,7236302,104,215029,1414,3000,66180,200,1191543,10,8536177,5,"河北2注,内蒙古2注,江西3注,山东1注,共8注。"
2018072,2018-06-24(日),"11,16,19,22,25,30",08,372281494,823199206,19,5128649,101,30251,2422,3000,108318,200,1714720,10,24823882,5,"河北1注,内蒙古1注,黑龙江1注,浙江1注,安徽1注,山东1注,湖北2注,广东1注,广西5注,贵州1注,云南1注,陕西1注,新疆2注,共19注。"
2018071,2018-06-21(四),"02,05,06,13,16,19",03,348880396,911477268,9,6963036,110,200765,1326,3000,68901,200,1255608,10,10460093,5,"黑龙江4注,江苏1注,浙江2注,安徽1注,重庆1注,共9注。"
2018070,2018-06-19(二),"04,09,15,16,19,27",10,339461364,907892115,13,6439454,138,169500,1671,3000,76700,200,1336647,10,7810410,5,"内蒙古1注,上海1注,安徽1注,江西2注,广西2注,宁夏6注,共13注。"
2018069,2018-06-17(日),"06,13,17,19,23,31",12,355213336,921431615,5,8350663,126,166203,2076,3000,88941,200,1509508,10,10235335,5,"浙江2注,重庆1注,广东1注,广西1注,共5注。"
2018068,2018-06-14(四),"08,10,17,20,27,30",01,332649368,900360000,3,10000000,225,106134,1301,3000,74098,200,1406781,10,6937355,5,"北京1注,湖南1注,广东1注,共3注。"
2018067,2018-06-12(二),"01,04,09,12,15,18",05,324647042,858719248,8,7355099,122,193040,940,3000,54874,200,1102829,10,8009998,5,"北京1注,安徽1注,山东2注,海南1注,贵州1注,云南1注,新疆1注,共8注。"
2018066,2018-06-10(日),"09,16,17,19,22,26",10,357968382,846907070,10,6805079,195,115710,1596,3000,86417,200,1394666,10,9826493,5,"浙江1注,江西5注,广东3注,四川1注,共10注。"
2018065,2018-06-07(四),"01,04,06,14,28,33",01,329937636,847267386,6,8384489,123,206371,1178,3000,57833,200,1191247,10,6624335,5,"北京1注,内蒙古1注,安徽1注,广东1注,四川2注,共6注。"
2018064,2018-06-05(二),"02,05,10,11,17,21",05,329557586,821423304,12,6202837,149,121091,1887,3000,83875,200,1365258,10,10644878,5,"北京1注,河北1注,辽宁1注,浙江1注,山东1注,湖北1注,广东1注,广西2注,四川1注,甘肃1注,深圳1注,共12注。"
2018063,2018-06-03(日),"05,06,10,16,20,25",12,358387608,841729671,27,5291294,315,31210,4323,3000,164357,200,2253080,10,13582794,5,"河北1注,辽宁1注,上海1注,浙江5注,福建5注,山东2注,河南2注,湖北3注,湖南1注,广东1注,广西1注,四川1注,宁夏2注,深圳1注,共27注。"
2018062,2018-05-31(四),"02,18,19,24,25,33",11,326938646,955101072,6,8244701,109,223259,915,3000,55290,200,1132775,10,7545627,5,"山东1注,重庆1注,广西1注,四川2注,甘肃1注,共6注。"
2018061,2018-05-29(二),"09,10,11,12,18,23",07,332550974,931563495,15,5915270,213,80569,2086,3000,109024,200,1821534,10,9605304,5,"河北1注,山西1注,上海1注,江苏2注,浙江1注,重庆1注,湖北2注,广东4注,四川1注,贵州1注,共15注。"
2018060,2018-05-27(日),"04,08,13,25,30,31",10,364451892,968808575,5,8071749,111,172958,1705,3000,78189,200,1363584,10,13479808,5,"辽宁1注,江苏1注,福建1注,湖北1注,广东1注,共5注。"
2018059,2018-05-24(四),"04,06,08,13,22,32",11,335528070,951572015,5,7926005,69,265036,1340,3000,71899,200,1341802,10,11888157,5,"山西1注,江苏1注,贵州1注,云南1注,甘肃1注,共5注。"
2018058,2018-05-22(二),"07,12,13,16,26,31",07,328678478,936339437,11,6534486,120,175826,1255,3000,68289,200,1169845,10,9506891,5,"辽宁5注,陕西5注,深圳1注,共11注。"
2018057,2018-05-20(日),"05,15,17,19,20,30",13,360079018,944921232,9,7219690,193,129386,1586,3000,82648,200,1554204,10,7944600,5,"河北1注,吉林1注,福建1注,山东1注,重庆1注,广东1注,海南1注,四川1注,宁夏1注,共9注。"
2018056,2018-05-17(四),"01,03,06,20,21,26",01,332042280,934983896,7,7536477,187,118685,1366,3000,73097,200,1289567,10,8462190,5,"上海2注,山东3注,广东1注,四川1注,共7注。"
2018055,2018-05-15(二),"07,09,10,12,22,26",07,328077816,921156717,39,5382270,131,142257,1949,3000,83242,200,1443369,10,9857273,5,"河北1注,江苏2注,浙江1注,山东3注,广西1注,新疆1注,深圳30注,共39注。"
2018054,2018-05-13(日),"04,06,18,22,25,33",16,364343470,1075158284,4,10000000,86,305357,970,3000,55282,200,1101728,10,9700312,5,"河北1注,江苏1注,湖北1注,新疆1注,共4注。"
2018053,2018-05-10(四),"01,04,10,11,14,27",06,336743448,1036375992,8,7086603,104,200634,1253,3000,68313,200,1245525,10,10332662,5,"辽宁1注,黑龙江2注,浙江1注,河南1注,广东1注,四川1注,贵州1注,共8注。"
2018052,2018-05-08(二),"03,05,06,09,15,32",14,335132016,1030470724,4,9373437,104,210261,1307,3000,75100,200,1449941,10,8661105,5,"河北1注,山西1注,辽宁1注,山东1注,共4注。"
2018051,2018-05-06(日),"05,07,20,23,27,31",04,362286900,1002362910,5,9213527,146,180373,1160,3000,66201,200,1340034,10,8412369,5,"江苏1注,山东1注,广东1注,甘肃1注,宁夏1注,共5注。"
2018050,2018-05-03(四),"01,02,04,10,18,19",07,332612986,969426906,7,7360984,146,141497,1637,3000,79189,200,1377247,10,9164927,5,"吉林1注,黑龙江1注,浙江2注,重庆1注,云南1注,新疆1注,共7注。"
2018049,2018-05-01(二),"01,03,04,11,19,23",02,308606382,958977957,7,7858532,88,284229,826,3000,49737,200,1039723,10,5669175,5,"浙江6注,山东1注,共7注。"
2018048,2018-04-29(日),"01,12,20,25,30,31",02,347082070,938951220,4,9801124,76,315863,1175,3000,54460,200,1036941,10,9852264,5,"天津1注,浙江1注,广西1注,四川1注,共4注。"
2018047,2018-04-26(四),"06,07,12,16,22,25",07,340211348,906138855,9,6936514,102,213586,1430,3000,74410,200,1361230,10,9355226,5,"上海2注,浙江1注,福建1注,江西1注,山东2注,湖北1注,湖南1注,共9注。"
2018046,2018-04-24(二),"10,13,14,18,20,31",03,341414200,903210136,2,10000000,100,256483,997,3000,56067,200,1140599,10,7817824,5,"辽宁1注,安徽1注,共2注。"
2018045,2018-04-22(日),"03,04,06,25,26,30",01,381384846,846265053,3,6904812,82,87110,2641,3000,128837,200,2063191,10,20796816,5,"山东1注,广西1注,甘肃1注,共3注。"
2018044,2018-04-19(四),"05,09,12,17,27,30",06,351490126,845550354,22,5550276,643,23534,3367,3000,140832,200,2082241,10,10521984,5,"北京1注,天津1注,内蒙古1注,黑龙江1注,江苏1注,浙江1注,江西1注,山东4注,湖北1注,湖南2注,广东2注,广西3注,四川1注,甘肃1注,新疆1注,共22注。"
2018043,2018-04-17(二),"01,04,06,08,21,24",07,350595736,922258638,6,7386066,93,192424,1309,3000,60322,200,1178695,10,14486315,5,"河北1注,内蒙古2注,浙江1注,湖北1注,广东1注,共6注。"
2018042,2018-04-15(日),"06,10,21,28,29,31",12,373384922,912888550,14,6113405,163,119537,2160,3000,100821,200,1688982,10,12297237,5,"黑龙江1注,山东3注,重庆1注,河南1注,湖北5注,广东1注,广西2注,共14注。"
2018041,2018-04-12(四),"07,08,20,23,24,32",13,342614774,940022436,4,9960334,64,387526,792,3000,49117,200,1003581,10,9287866,5,"河北1注,江苏1注,浙江1注,四川1注,共4注。"
2018040,2018-04-10(二),"01,03,08,13,18,23",16,341719534,905458752,11,6625737,283,78989,1676,3000,79774,200,1296903,10,8815038,5,"河北1注,山西1注,辽宁1注,上海1注,江苏1注,河南1注,广东2注,云南1注,西藏1注,深圳1注,共11注。"
2018039,2018-04-08(日),"08,12,18,19,23,32",03,368394896,911280204,6,8202095,168,142950,1616,3000,85718,200,1526784,10,9438240,5,"江西1注,山东2注,河南1注,湖南1注,广东1注,共6注。"
2018038,2018-04-05(四),"15,23,24,25,28,29",09,303245456,888445635,5,7607731,75,217310,1074,3000,62936,200,1183137,10,11151282,5,"江苏1注,浙江1注,广西1注,新疆1注,深圳1注,共5注。"
2018037,2018-04-03(二),"01,06,07,08,27,30",10,336334062,877589328,12,6218823,137,133447,1564,3000,80258,200,1399994,10,11386145,5,"河北2注,辽宁2注,吉林2注,山东2注,云南1注,陕西3注,共12注。"
2018036,2018-04-01(日),"08,17,24,26,28,33",04,375931002,897368156,4,10000000,117,231790,1164,3000,65905,200,1331597,10,9147831,5,"江苏1注,陕西1注,深圳2注,共4注。"
