期号,时间,开奖号码,奖池奖金,销售额,一等奖人数,一等奖金额,二等奖人数,二等奖金额,三等奖人数,三等奖金额,四等奖人数,四等奖金额,五等奖人数,五等奖金额,六等奖人数,六等奖金额,七等奖人数,七等奖金额,八等奖人数,八等奖金额,九等奖人数,九等奖金额
22138,2022-12-03,05 13 16 27 33 07 12,"983,440,468.09","263,569,680",14,"102,534,740",76,"12,523,736",266,"2,660,000",703,"2,109,000","12,976","3,892,800","21,674","4,334,800","30,521","3,052,100","594,997","8,924,955","6,333,894","31,669,470"
22137,2022-11-30,05 06 08 15 20 07 08,"1,041,138,782.99","236,652,115",8,"54,426,368",135,"6,757,965",184,"1,840,000","1,207","3,621,000","18,853","5,655,900","37,545","7,509,000","31,907","3,190,700","854,912","12,823,680","7,608,028","38,040,140"
22136,2022-11-28,01 11 15 17 33 03 11,"1,089,020,630.41","243,043,220",4,"40,000,000",47,"11,685,046",131,"1,310,000",435,"1,305,000","10,740","3,222,000","15,906","3,181,200","27,707","2,770,700","513,024","7,695,360","5,501,536","27,507,680"
22135,2022-11-26,09 10 27 31 32 01 03,"1,072,783,224.93","276,637,790",5,"50,000,000",47,"14,603,793",175,"1,750,000",523,"1,569,000","14,158","4,247,400","17,479","3,495,800","31,588","3,158,800","555,953","8,339,295","6,158,564","30,792,820"
22134,2022-11-23,03 16 23 27 32 03 06,"1,082,667,691.29","260,504,803",10,"71,807,750",131,"8,815,645",262,"2,620,000","1,651","4,953,000","19,839","5,951,700","39,898","7,979,600","41,665","4,166,500","862,834","12,942,510","7,688,011","38,440,055"
22133,2022-11-21,01 02 14 30 31 06 09,"1,126,501,374.52","268,194,352",2,"20,000,000",74,"14,003,538",141,"1,410,000",629,"1,887,000","12,270","3,681,000","21,505","4,301,000","27,456","2,745,600","604,871","9,073,065","6,593,317","32,966,585"
22132,2022-11-19,02 27 30 34 35 09 12,"1,087,727,608.19","303,478,141",1,"10,000,000",78,"16,411,512",144,"1,440,000",526,"1,578,000","11,455","3,436,500","18,340","3,668,000","23,635","2,363,500","582,490","8,737,350","6,445,026","32,225,130"
22131,2022-11-16,02 06 08 10 17 05 06,"1,023,428,077.10","280,955,531",13,"93,995,447",130,"8,878,610",196,"1,960,000","1,139","3,417,000","21,663","6,498,900","33,228","6,645,600","37,680","3,768,000","929,556","13,943,340","8,688,893","43,444,465"
22130,2022-11-14,05 07 15 18 23 05 10,"1,072,190,623.65","276,026,401",1,"10,000,000",116,"11,165,580",282,"2,820,000",856,"2,568,000","18,165","5,449,500","23,578","4,715,600","39,653","3,965,300","752,150","11,282,250","7,379,677","36,898,385"
22129,2022-11-12,10 17 23 34 35 01 04,"1,037,498,580.49","296,103,979",1,"10,000,000",73,"17,123,099",184,"1,840,000",451,"1,353,000","12,941","3,882,300","14,231","2,846,200","38,291","3,829,100","492,368","7,385,520","5,300,858","26,504,290"
22128,2022-11-09,10 19 21 23 35 04 10,"971,487,159.52","287,676,329",0,0,59,"15,765,272",133,"1,330,000",358,"1,074,000","10,954","3,286,200","13,106","2,621,200","32,088","3,208,800","500,195","7,502,925","5,780,260","28,901,300"
22127,2022-11-07,02 03 08 09 20 04 10,"898,918,318.08","281,679,123",1,"10,000,000",111,"11,593,950",301,"3,010,000",945,"2,835,000","19,467","5,840,100","27,384","5,476,800","48,530","4,853,000","793,004","11,895,060","7,775,717","38,878,585"
22126,2022-11-05,04 05 08 22 35 01 03,"858,035,622.37","302,545,991",4,"40,000,000",108,"13,460,040",297,"2,970,000",551,"1,653,000","16,993","5,097,900","18,662","3,732,400","44,758","4,475,800","658,012","9,870,180","7,049,307","35,246,535"
22125,2022-11-02,03 07 14 16 19 01 11,"847,578,280.31","281,402,027",3,"30,000,000",59,"10,931,107",233,"2,330,000",972,"2,916,000","16,268","4,880,400","36,119","7,223,800","39,155","3,915,500","958,698","14,380,470","8,085,360","40,426,800"
22124,2022-10-31,02 04 11 25 30 06 12,"829,363,342.19","280,957,519",4,"40,000,000",81,"14,911,371",181,"1,810,000",558,"1,674,000","11,890","3,567,000","15,147","3,029,400","28,776","2,877,600","501,016","7,515,240","5,465,199","27,325,995"
22123,2022-10-29,02 20 28 29 30 07 10,"807,264,781.73","305,820,352",6,"53,179,194",84,"12,345,900",151,"1,510,000",930,"2,790,000","15,959","4,787,700","36,304","7,260,800","30,430","3,043,000","893,710","13,405,650","9,194,389","45,971,945"
22122,2022-10-26,04 15 17 19 25 06 12,"833,361,576.04","274,529,792",3,"30,000,000",78,"11,858,652",218,"2,180,000",734,"2,202,000","14,994","4,498,200","23,054","4,610,800","36,828","3,682,800","718,548","10,778,220","7,326,376","36,631,880"
22121,2022-10-24,04 15 16 20 21 04 05,"808,811,731.54","273,260,256",4,"33,613,124",157,"11,823,827",193,"1,930,000",549,"1,647,000","13,613","4,083,900","18,019","3,603,800","32,484","3,248,400","565,675","8,485,125","5,844,111","29,220,555"
22120,2022-10-22,11 22 26 30 33 03 05,"785,438,059.18","297,092,815",20,"122,951,980",128,"13,426,048",168,"1,680,000",802,"2,406,000","16,375","4,912,500","22,735","4,547,000","34,272","3,427,200","741,327","11,119,905","7,705,605","38,528,025"
22119,2022-10-19,01 09 16 25 29 04 09,"935,330,701.36","265,928,079",9,"57,404,232",187,"5,185,697",351,"3,510,000","2,263","6,789,000","24,447","7,334,100","63,073","12,614,600","38,944","3,894,400","1,211,478","18,172,170","9,754,325","48,771,625"
22118,2022-10-17,02 05 15 17 26 02 08,"980,149,419.52","266,205,201",2,"20,000,000",79,"13,311,263",189,"1,890,000",618,"1,854,000","15,725","4,717,500","20,785","4,157,000","36,031","3,603,100","648,357","9,725,355","6,469,180","32,345,900"
22117,2022-10-15,09 12 15 21 32 02 07,"943,874,218.60","288,760,077",2,"20,000,000",100,"13,383,600",248,"2,480,000",894,"2,682,000","15,649","4,694,700","24,714","4,942,800","42,945","4,294,500","684,712","10,270,680","7,046,511","35,232,555"
22116,2022-10-12,01 07 20 22 31 07 12,"903,895,960.47","268,635,897",2,"20,000,000",93,"12,414,477",170,"1,700,000",717,"2,151,000","14,684","4,405,200","22,882","4,576,400","31,549","3,154,900","687,204","10,308,060","6,965,809","34,829,045"
22115,2022-10-10,17 19 20 23 27 03 08,"876,900,512.54","264,625,441",1,"10,000,000",73,"9,480,145",157,"1,570,000",944,"2,832,000","15,932","4,779,600","33,622","6,724,400","32,288","3,228,800","866,078","12,991,170","8,150,745","40,753,725"
22114,2022-10-08,11 21 24 27 28 05 10,"850,606,831.09","279,880,005",3,"30,000,000",146,"11,633,280",152,"1,520,000",595,"1,785,000","12,553","3,765,900","20,144","4,028,800","32,526","3,252,600","599,497","8,992,455","6,388,598","31,942,990"
22113,2022-10-05,13 15 22 31 33 05 12,"816,761,134.28","276,092,506",3,"30,000,000",61,"14,000,903",162,"1,620,000",456,"1,368,000","11,180","3,354,000","16,527","3,305,400","30,809","3,080,900","556,842","8,352,630","6,273,470","31,367,350"
22112,2022-09-28,04 11 18 20 26 06 12,"782,148,236.89","277,451,326",6,"44,245,752",92,"12,259,092",412,"4,120,000",687,"2,061,000","18,353","5,505,900","18,567","3,713,400","60,025","6,002,500","651,923","9,778,845","6,708,143","33,540,715"
22111,2022-09-26,06 12 16 19 31 06 10,"770,835,538.84","275,608,888",3,"30,000,000",81,"13,396,833",186,"1,860,000",717,"2,151,000","16,124","4,837,200","19,997","3,999,400","41,098","4,109,800","629,702","9,445,530","6,422,633","32,113,165"
22110,2022-09-24,02 13 16 18 23 03 06,"741,140,375.95","293,502,614",5,"38,501,275",106,"10,901,994",149,"1,490,000",901,"2,703,000","16,899","5,069,700","38,884","7,776,800","28,889","2,888,900","897,807","13,467,105","8,582,877","42,914,385"
22109,2022-09-21,05 09 24 29 35 05 12,"726,986,669.25","274,478,389",13,"71,887,829",108,"9,632,304",174,"1,740,000","1,381","4,143,000","18,462","5,538,600","41,476","8,295,200","32,897","3,289,700","962,203","14,433,045","8,708,343","43,541,715"
22108,2022-09-19,04 07 13 26 28 07 11,"796,949,041.90","270,398,530",2,"19,634,764",114,"11,098,926",228,"2,280,000",745,"2,235,000","16,088","4,826,400","25,907","5,181,400","33,388","3,338,800","722,657","10,839,855","7,270,093","36,350,465"
22107,2022-09-17,07 09 19 28 29 08 10,"771,831,893.27","289,183,885",11,"77,934,659",326,"7,297,184",547,"5,470,000","1,470","4,410,000","31,294","9,388,200","35,290","7,058,000","63,120","6,312,000","1,003,524","15,052,860","8,960,754","44,803,770"
22106,2022-09-14,16 17 21 28 32 04 07,"817,054,416.65","263,686,397",4,"32,593,928",71,"13,443,069",253,"2,530,000",760,"2,280,000","11,908","3,572,400","20,574","4,114,800","27,968","2,796,800","572,068","8,581,020","5,953,546","29,767,730"
22105,2022-09-12,01 08 09 21 22 01 04,"797,227,537.62","261,227,681",6,"57,292,398",132,"11,512,776",255,"2,550,000",705,"2,115,000","16,628","4,988,400","20,190","4,038,000","39,049","3,904,900","644,746","9,671,190","6,318,664","31,593,320"
22104,2022-09-10,03 05 13 19 25 02 05,"815,868,126.59","278,107,743",5,"50,000,000",152,"10,096,144",250,"2,500,000","1,274","3,822,000","25,997","7,799,100","29,504","5,900,800","45,216","4,521,600","903,204","13,548,060","7,945,804","39,729,020"
22103,2022-09-07,08 12 16 21 32 01 12,"828,275,399.62","257,860,867",2,"20,000,000",87,"13,118,904",206,"2,060,000",666,"1,998,000","15,922","4,776,600","20,466","4,093,200","38,541","3,854,100","634,413","9,516,195","6,220,084","31,100,420"
22102,2022-09-05,01 05 14 20 30 02 04,"802,491,817.95","254,102,938",5,"35,491,910",111,"10,966,245",265,"2,650,000",552,"1,656,000","15,018","4,505,400","17,043","3,408,600","32,020","3,202,000","600,959","9,014,385","6,165,486","30,827,430"
22101,2022-09-03,02 04 06 07 08 03 06,"795,328,775.67","285,323,196",5,"39,408,440",242,"12,372,492",577,"5,770,000",839,"2,517,000","18,988","5,696,400","21,996","4,399,200","43,883","4,388,300","674,337","10,115,055","6,976,041","34,880,205"
22100,2022-08-31,10 19 20 23 31 03 07,"778,544,296.17","263,081,270",12,"83,140,332",225,"7,867,350",333,"3,330,000","1,344","4,032,000","27,557","8,267,100","30,483","6,096,600","57,560","5,756,000","887,573","13,313,595","7,749,697","38,748,485"
22099,2022-08-29,07 18 25 27 33 04 05,"828,721,804.33","262,403,522",2,"20,000,000",92,"10,827,480",232,"2,320,000",795,"2,385,000","19,673","5,901,900","23,605","4,721,000","40,768","4,076,800","764,639","11,469,585","7,215,253","36,076,265"
22098,2022-08-27,01 03 06 11 13 03 11,"808,652,607.22","290,597,334",7,"70,000,000",91,"14,502,215",175,"1,750,000",764,"2,292,000","14,184","4,255,200","19,449","3,889,800","29,972","2,997,200","612,688","9,190,320","6,594,978","32,974,890"
22097,2022-08-24,05 13 22 28 29 05 11,"812,318,845.97","265,903,896",5,"50,000,000",133,"9,992,423",181,"1,810,000",709,"2,127,000","17,084","5,125,200","23,674","4,734,800","37,586","3,758,600","707,522","10,612,830","7,024,240","35,121,200"
22096,2022-08-22,16 19 24 27 33 01 06,"818,056,288.32","265,333,149",1,"10,000,000",82,"12,821,438",230,"2,300,000",706,"2,118,000","14,125","4,237,500","21,138","4,227,600","33,745","3,374,500","607,853","9,117,795","6,315,079","31,575,395"
22095,2022-08-20,05 08 22 25 35 02 07,"779,067,574.97","285,755,605",4,"30,302,244",86,"11,885,200",231,"2,310,000",856,"2,568,000","16,047","4,814,100","28,092","5,618,400","39,573","3,957,300","747,066","11,205,990","7,486,148","37,430,740"
22094,2022-08-17,03 04 07 12 19 02 05,"765,240,459.43","263,091,435",11,"74,313,349",116,"10,888,804",251,"2,510,000","1,007","3,021,000","18,522","5,556,600","27,203","5,440,600","40,014","4,001,400","754,350","11,315,250","7,193,907","35,969,535"
22093,2022-08-15,07 11 14 21 29 07 10,"835,132,342.35","263,859,632",15,"92,719,200",114,"8,094,228",286,"2,860,000","1,246","3,738,000","20,706","6,211,800","42,612","8,522,400","36,614","3,661,400","960,290","14,404,350","8,244,904","41,224,520"
22092,2022-08-13,01 04 12 23 29 05 12,"924,505,092.44","284,162,500",3,"30,000,000",98,"13,938,932",226,"2,260,000",571,"1,713,000","15,380","4,614,000","18,093","3,618,600","33,264","3,326,400","672,024","10,080,360","6,743,483","33,717,415"
22091,2022-08-10,02 11 20 22 34 04 12,"892,175,409.44","264,872,501",8,"79,118,288",54,"13,243,446",119,"1,190,000",386,"1,158,000","10,431","3,129,300","12,698","2,539,600","28,664","2,866,400","460,297","6,904,455","5,187,907","25,939,535"
22090,2022-08-08,01 20 24 25 31 09 12,"912,078,543.50","267,762,065",3,"30,000,000",100,"13,445,900",153,"1,530,000",605,"1,815,000","14,883","4,464,900","20,979","4,195,800","26,961","2,696,100","641,694","9,625,410","6,609,173","33,045,865"
22089,2022-08-06,01 20 21 31 33 03 11,"884,490,880.76","283,719,023",0,0,102,"13,730,016",144,"1,440,000",487,"1,461,000","11,820","3,546,000","14,929","2,985,800","27,390","2,739,000","497,884","7,468,260","5,422,918","27,114,590"
22088,2022-08-03,01 08 10 20 35 06 11,"812,522,097.17","265,773,772",6,"53,230,782",56,"13,250,104",182,"1,820,000",455,"1,365,000","12,803","3,840,900","17,185","3,437,000","34,458","3,445,800","565,640","8,484,600","6,079,980","30,399,900"
22087,2022-08-01,04 06 10 24 28 06 12,"840,840,031.65","274,453,796",2,"20,000,000",64,"13,330,432",230,"2,300,000",473,"1,419,000","11,637","3,491,100","15,387","3,077,400","28,032","2,803,200","520,385","7,805,775","5,751,128","28,755,640"
22086,2022-07-30,04 10 21 28 31 08 11,"794,672,440.52","297,073,867",4,"30,189,524",101,"12,993,448",217,"2,170,000",959,"2,877,000","16,492","4,947,600","23,213","4,642,600","35,842","3,584,200","681,569","10,223,535","7,121,010","35,605,050"
22085,2022-07-27,11 16 31 33 35 06 08,"779,393,038.82","272,086,013",1,"10,000,000",67,"14,581,947",145,"1,450,000",486,"1,458,000","11,190","3,357,000","18,019","3,603,800","24,781","2,478,100","550,643","8,259,645","6,121,065","30,605,325"
22084,2022-07-25,03 11 19 25 27 04 12,"725,347,023.25","273,954,096",3,"30,000,000",89,"12,435,970",375,"3,750,000",589,"1,767,000","13,988","4,196,400","14,918","2,983,600","48,577","4,857,700","547,874","8,218,110","6,017,720","30,088,600"
22083,2022-07-23,02 09 17 26 32 04 06,"694,213,667.56","294,221,785",5,"36,540,275",331,"12,104,670",485,"4,850,000",778,"2,334,000","19,277","5,783,100","20,643","4,128,600","45,400","4,540,000","711,388","10,670,820","7,139,266","35,696,330"
22082,2022-07-20,04 26 27 30 33 02 09,"683,037,489.26","273,662,938",3,"27,385,365",58,"12,326,334",203,"2,030,000",615,"1,845,000","11,976","3,592,800","18,535","3,707,000","34,997","3,499,700","583,448","8,751,720","6,445,593","32,227,965"
22081,2022-07-18,05 10 19 31 32 09 10,"656,541,909.58","275,005,199",35,"205,477,685",118,"12,792,380",173,"1,730,000",808,"2,424,000","15,461","4,638,300","20,549","4,109,800","29,166","2,916,600","640,953","9,614,295","6,607,641","33,038,205"
22080,2022-07-16,10 17 30 31 34 03 06,"854,183,132.28","297,387,957",2,"20,000,000",57,"16,264,380",146,"1,460,000",511,"1,533,000","11,898","3,569,400","20,725","4,145,000","30,857","3,085,700","640,400","9,606,000","7,188,135","35,940,675"
22079,2022-07-13,07 10 19 26 32 08 12,"814,806,479.61","274,537,529",9,"69,174,972",153,"10,636,866",421,"4,210,000",907,"2,721,000","18,587","5,576,100","23,996","4,799,200","37,900","3,790,000","746,361","11,195,415","7,338,125","36,690,625"
22078,2022-07-11,02 03 18 20 27 01 02,"857,454,985.83","277,517,440",2,"20,000,000",65,"12,027,795",288,"2,880,000",563,"1,689,000","13,901","4,170,300","17,217","3,443,400","48,202","4,820,200","553,581","8,303,715","5,952,467","29,762,335"
22077,2022-07-09,05 10 11 16 19 01 10,"822,341,601.26","303,064,936",7,"59,421,075",96,"12,200,544",362,"3,620,000",992,"2,976,000","20,797","6,239,100","30,043","6,008,600","46,362","4,636,200","866,595","12,998,925","8,170,597","40,852,985"
22076,2022-07-06,05 17 30 34 35 02 09,"853,413,998.84","279,968,673",4,"40,000,000",53,"16,415,213",183,"1,830,000",473,"1,419,000","11,117","3,335,100","14,800","2,960,000","31,125","3,112,500","503,044","7,545,660","5,545,247","27,726,235"
22075,2022-07-04,04 12 13 17 18 07 09,"831,794,198.12","280,513,406",2,"20,000,000",107,"10,347,649",172,"1,720,000",912,"2,736,000","19,280","5,784,000","32,395","6,479,000","35,697","3,569,700","915,908","13,738,620","8,605,205","43,026,025"
22074,2022-07-02,02 06 21 25 28 02 06,"812,683,583.45","305,228,062",5,"37,550,405",61,"15,540,543",160,"1,600,000",605,"1,815,000","13,098","3,929,400","19,816","3,963,200","30,273","3,027,300","602,339","9,035,085","6,663,750","33,318,750"
22073,2022-06-29,11 18 21 25 32 02 04,"795,817,234.53","287,420,936",2,"20,000,000",85,"15,022,050",174,"1,740,000",557,"1,671,000","17,105","5,131,500","20,455","4,091,000","38,693","3,869,300","682,514","10,237,710","6,977,633","34,888,165"
22072,2022-06-27,01 12 13 15 30 03 07,"754,035,319.29","285,522,661",2,"19,577,092",66,"14,418,558",149,"1,490,000",571,"1,713,000","10,747","3,224,100","19,280","3,856,000","26,667","2,666,700","579,159","8,687,385","6,415,018","32,075,090"
22071,2022-06-25,09 15 19 25 29 08 09,"722,042,898.53","306,432,833",65,"344,860,295",348,"11,215,692",468,"4,680,000","1,484","4,452,000","25,803","7,740,900","36,893","7,378,600","43,253","4,325,300","932,094","13,981,410","8,392,613","41,963,065"
22070,2022-06-22,01 07 17 23 35 07 11,"1,240,666,270.84","288,052,831",5,"50,000,000",146,"11,161,992",416,"4,160,000",814,"2,442,000","19,154","5,746,200","25,121","5,024,200","46,191","4,619,100","778,772","11,681,580","7,566,220","37,831,100"
22069,2022-06-20,02 03 23 28 35 02 09,"1,252,345,739.23","293,067,958",2,"20,000,000",79,"11,889,184",178,"1,780,000",768,"2,304,000","16,584","4,975,200","24,958","4,991,600","32,450","3,245,000","745,701","11,185,515","8,275,733","41,378,665"
22068,2022-06-18,03 06 10 15 23 03 08,"1,230,825,950.08","322,509,914",4,"40,000,000",125,"13,598,625",200,"2,000,000",923,"2,769,000","17,818","5,345,400","32,404","6,480,800","39,159","3,915,900","853,658","12,804,870","8,307,867","41,539,335"
22067,2022-06-15,04 14 15 32 33 10 11,"1,213,949,798.85","295,204,928",9,"72,048,672",185,"12,074,025",433,"4,330,000",809,"2,427,000","20,310","6,093,000","20,899","4,179,800","42,547","4,254,700","698,049","10,470,735","6,950,913","34,754,565"
22066,2022-06-13,02 24 25 26 34 03 12,"1,257,070,426.73","300,292,058",2,"20,000,000",75,"14,474,175",140,"1,400,000",507,"1,521,000","12,377","3,713,100","18,597","3,719,400","27,513","2,751,300","589,851","8,847,765","6,686,538","33,432,690"
22065,2022-06-11,05 10 13 22 28 01 04,"1,205,499,301.06","322,990,947",2,"20,000,000",128,"15,042,944",323,"3,230,000",762,"2,286,000","14,203","4,260,900","18,249","3,649,800","39,898","3,989,800","610,518","9,157,770","6,679,752","33,398,760"
22064,2022-06-08,02 19 22 25 35 05 07,"1,156,831,124.52","302,545,998",1,"10,000,000",56,"15,596,224",128,"1,280,000",473,"1,419,000","11,479","3,443,700","18,325","3,665,000","22,881","2,288,100","602,441","9,036,615","6,788,559","33,942,795"
22063,2022-06-06,02 03 22 26 31 06 10,"1,094,156,707.88","298,558,863",2,"20,000,000",49,"15,948,128",129,"1,290,000",518,"1,554,000","11,005","3,301,500","17,391","3,478,200","25,120","2,512,000","535,769","8,036,535","5,991,860","29,959,300"
