期号,时间,开奖号码,奖池奖金,销售额,一等奖人数,一等奖金额,二等奖人数,二等奖金额,三等奖人数,三等奖金额,四等奖人数,四等奖金额,五等奖人数,五等奖金额,六等奖人数,六等奖金额,七等奖人数,七等奖金额,八等奖人数,八等奖金额,九等奖人数,九等奖金额
16106,2016-09-10,03 21 30 33 35 01 04,"3,493,879,603.26","191,510,252",6,"43,874,658",139,"7,336,559",917,"3,258,101","30,406","6,081,200","579,291","5,792,910","5,074,254","25,371,270",,,,,,
16105,2016-09-07,08 11 31 34 35 01 02,"3,509,923,337.40","175,645,150",1,"10,000,000",55,"9,535,900",366,"3,331,698","19,610","3,922,000","356,684","3,566,840","3,689,383","18,446,915",,,,,,
16104,2016-09-05,01 20 22 23 30 06 07,"3,475,855,899.77","176,312,231",3,"30,000,000",46,"9,031,456",369,"3,399,966","17,119","3,423,800","365,694","3,656,940","3,884,816","19,424,080",,,,,,
16103,2016-09-03,05 14 20 23 29 03 11,"3,461,843,842.38","196,977,631",3,"30,000,000",76,"8,192,572",861,"3,273,522","29,634","5,926,800","570,276","5,702,760","5,243,194","26,215,970",,,,,,
16102,2016-08-31,03 05 06 34 35 03 12,"3,449,353,717.99","177,794,219",0,0,55,"8,554,590",448,"3,438,848","19,501","3,900,200","374,444","3,744,440","3,829,538","19,147,690",,,,,,
16101,2016-08-29,04 06 28 33 35 07 12,"3,405,154,941.26","176,690,621",1,"10,000,000",24,"9,106,080",438,"3,358,146","20,852","4,170,400","400,173","4,001,730","4,018,871","20,094,355",,,,,,
16100,2016-08-27,08 12 19 26 30 02 12,"3,372,470,173.04","194,558,808",1,"10,000,000",145,"9,752,700",607,"3,450,795","24,284","4,856,800","475,364","4,753,640","4,693,457","23,467,285",,,,,,
16099,2016-08-24,03 04 12 14 27 01 05,"3,337,125,371.10","176,499,869",1,"10,000,000",41,"9,403,883",418,"3,369,080","18,079","3,615,800","387,307","3,873,070","4,008,015","20,040,075",,,,,,
16098,2016-08-22,08 09 11 20 29 04 05,"3,309,928,561.74","174,126,611",4,"30,523,944",101,"5,727,205","1,003","2,381,122","41,637","8,327,400","669,836","6,698,360","5,230,736","26,153,680",,,,,,
16097,2016-08-20,06 08 18 31 33 10 12,"3,318,516,210.70","194,470,665",1,"10,000,000",55,"10,041,350",537,"3,921,711","20,633","4,126,600","404,619","4,046,190","4,154,641","20,773,205",,,,,,
16096,2016-08-17,01 06 08 12 21 05 10,"3,279,830,818.81","176,201,944",5,"36,401,360",63,"7,796,817",483,"3,155,922","20,639","4,127,800","396,662","3,966,620","4,298,544","21,492,720",,,,,,
16095,2016-08-15,08 12 18 19 21 03 06,"3,296,613,494.39","172,149,445",2,"19,558,148",93,"6,664,659",908,"2,688,588","33,254","6,650,800","537,696","5,376,960","4,764,356","23,821,780",,,,,,
16094,2016-08-13,01 14 16 17 18 05 07,"3,293,149,626.85","193,668,600",7,"53,560,248",47,"8,496,707",449,"3,671,024","22,715","4,543,000","444,868","4,448,680","4,659,855","23,299,275",,,,,,
16093,2016-08-10,01 08 14 30 35 06 07,"3,305,502,727.35","174,774,485",5,"40,166,450",104,"7,122,024","1,033","2,728,153","36,400","7,280,000","575,116","5,751,160","4,882,258","24,411,290",,,,,,
16092,2016-08-08,02 13 31 33 34 07 11,"3,311,199,962.86","175,425,164",2,"20,000,000",44,"7,577,636",383,"3,149,792","21,047","4,209,400","437,267","4,372,670","4,228,937","21,144,685",,,,,,
16091,2016-08-06,08 13 17 21 22 02 08,"3,290,154,296.34","194,108,585",3,"30,000,000",43,"8,301,881",537,"3,300,939","28,587","5,717,400","511,089","5,110,890","5,034,725","25,173,625",,,,,,
16090,2016-08-03,04 06 08 28 32 07 12,"3,277,357,768.85","177,705,779",1,"10,000,000",40,"9,122,840",475,"3,254,225","19,513","3,902,600","419,034","4,190,340","4,431,522","22,157,610",,,,,,
16089,2016-08-01,07 14 17 28 34 07 10,"3,245,924,700.07","173,986,818",0,0,57,"8,183,775",566,"2,891,128","23,807","4,761,400","452,710","4,527,100","4,308,957","21,544,785",,,,,,
16088,2016-07-30,04 06 17 21 30 06 11,"3,206,441,463.20","191,906,681",1,"10,000,000",52,"8,183,656",857,"2,978,075","36,237","7,247,400","602,897","6,028,970","5,513,854","27,569,270",,,,,,
16087,2016-07-27,03 16 17 23 25 07 09,"3,178,408,229.18","173,941,407",2,"20,000,000",57,"7,902,765",508,"3,074,416","22,832","4,566,400","465,497","4,654,970","4,424,330","22,121,650",,,,,,
16086,2016-07-25,03 05 22 25 30 07 09,"3,165,240,870.86","170,252,092",2,"20,000,000",45,"7,371,585",458,"2,819,448","22,423","4,484,600","468,970","4,689,700","4,674,969","23,374,845",,,,,,
16085,2016-07-23,14 15 27 31 32 01 07,"3,154,382,762.05","188,292,705",47,"251,706,197",97,"7,385,095",742,"3,034,780","30,289","6,057,800","585,448","5,854,480","5,002,569","25,012,845",,,,,,
16084,2016-07-20,08 12 15 26 35 01 08,"3,379,034,576.21","168,397,590",0,0,35,"8,546,965",366,"3,222,630","19,140","3,828,000","353,232","3,532,320","3,627,589","18,137,945",,,,,,
16083,2016-07-18,01 05 09 33 35 01 05,"3,337,317,109.38","172,863,465",6,"42,440,562",87,"6,214,323",832,"2,623,296","33,222","6,644,400","581,371","5,813,710","4,961,716","24,808,580",,,,,,
16082,2016-07-16,03 08 23 28 29 02 07,"3,354,316,977.49","189,939,641",6,"46,025,406",76,"7,773,964",806,"3,116,802","33,069","6,613,800","549,051","5,490,510","5,043,903","25,219,515",,,,,,
16081,2016-07-13,06 07 18 21 33 03 08,"3,364,881,401.67","171,324,058",1,"10,000,000",75,"7,058,850",520,"2,790,840","24,496","4,899,200","434,494","4,344,940","4,419,139","22,095,695",,,,,,
16080,2016-07-11,15 20 29 30 33 07 12,"3,336,763,346","173,241,722",4,"36,483,636",54,"7,224,930",792,"2,749,824","29,716","5,943,200","474,407","4,744,070","4,453,326","22,266,630",,,,,,
16079,2016-07-09,07 14 15 20 27 05 10,"3,335,784,172.26","192,640,889",2,"20,000,000",61,"8,894,532",705,"3,424,890","24,520","4,904,000","475,187","4,751,870","4,457,174","22,285,870",,,,,,
16078,2016-07-06,07 18 29 31 35 05 11,"3,316,339,129.30","176,031,216",1,"10,000,000",48,"7,228,992",483,"3,220,161","21,419","4,283,800","410,658","4,106,580","4,105,467","20,527,335",,,,,,
16077,2016-07-04,09 11 14 16 35 02 05,0,,1,"10,000,000",24,"8,689,704",365,"3,128,050","19,200","3,840,000","414,325","4,143,250","4,354,167","21,770,835",,,,,,
16076,2016-07-02,03 08 10 17 31 05 06,0,,4,"39,071,784",51,"8,842,329",660,"3,100,680","26,146","5,229,200","498,818","4,988,180","5,240,648","26,203,240",,,,,,
16075,2016-06-29,03 07 17 22 31 08 12,0,,4,"37,024,916",54,"8,817,714",464,"3,357,968","18,761","3,752,200","363,179","3,631,790","3,703,774","18,518,870",,,,,,
16074,2016-06-27,01 05 07 11 14 03 08,0,,0,0,29,"8,935,364",496,"3,111,408","20,538","4,107,600","401,578","4,015,780","4,317,133","21,585,665",,,,,,
16073,2016-06-25,07 14 17 24 27 08 10,0,,9,"59,561,307",216,"7,658,712","1,261","2,963,350","34,119","6,823,800","603,439","6,034,390","5,406,014","27,030,070",,,,,,
16072,2016-06-22,16 20 24 26 31 04 09,0,,2,"20,000,000",37,"7,254,997",633,"2,777,604","28,301","5,660,200","515,279","5,152,790","5,012,918","25,064,590",,,,,,
16071,2016-06-20,08 15 19 20 33 07 12,0,,0,0,85,"7,664,960",655,"2,986,145","25,151","5,030,200","453,730","4,537,300","4,278,980","21,394,900",,,,,,
16070,2016-06-18,02 09 13 19 23 05 07,0,,2,"20,000,000",57,"8,826,792",650,"3,402,750","24,976","4,995,200","476,809","4,768,090","4,816,921","24,084,605",,,,,,
16069,2016-06-15,14 17 19 23 30 02 09,0,,0,0,43,"7,434,442",642,"2,937,150","28,977","5,795,400","513,863","5,138,630","4,675,229","23,376,145",,,,,,
16068,2016-06-13,05 07 22 26 34 07 12,0,,2,"20,000,000",73,"7,669,891",593,"2,951,954","26,553","5,310,600","509,992","5,099,920","4,761,934","23,809,670",,,,,,
16067,2016-06-11,02 08 11 13 19 02 08,0,,7,"47,840,982",61,"7,211,786","1,403","2,518,385","41,787","8,357,400","708,577","7,085,770","6,107,143","30,535,715",,,,,,
16066,2016-06-08,10 28 29 31 33 05 11,0,,2,"20,000,000",46,"10,038,534",449,"3,356,724","18,474","3,694,800","370,269","3,702,690","3,772,654","18,863,270",,,,,,
16065,2016-06-06,01 09 18 22 24 11 12,0,,2,"20,000,000",38,"8,584,390",595,"3,596,180","20,312","4,062,400","370,044","3,700,440","3,804,437","19,022,185",,,,,,
16064,2016-06-04,01 02 10 18 35 05 11,0,,1,"10,000,000",81,"9,579,546",491,"3,958,933","19,301","3,860,200","385,057","3,850,570","3,990,962","19,954,810",,,,,,
16063,2016-06-01,08 12 22 27 35 05 09,0,,14,"81,772,040",64,"7,937,472",717,"2,976,267","27,783","5,556,600","490,836","4,908,360","4,617,527","23,087,635",,,,,,
16062,2016-05-30,02 10 14 15 35 01 09,0,,1,"10,000,000",68,"9,230,116",449,"3,480,199","16,206","3,241,200","360,892","3,608,920","3,916,585","19,582,925",,,,,,
16061,2016-05-28,09 15 17 21 23 07 12,0,,3,"30,000,000",52,"9,999,392",514,"3,966,538","24,838","4,967,600","464,627","4,646,270","4,658,881","23,294,405",,,,,,
16060,2016-05-25,02 06 22 27 34 08 11,0,,1,"10,000,000",22,"8,817,534",378,"3,608,010","17,942","3,588,400","370,040","3,700,400","4,175,350","20,876,750",,,,,,
16059,2016-05-23,02 10 27 28 33 05 07,0,,2,"20,000,000",61,"8,733,309",539,"3,434,508","22,334","4,466,800","453,281","4,532,810","4,658,392","23,291,960",,,,,,
16058,2016-05-21,02 15 17 23 28 05 09,0,,4,"38,924,164",41,"10,264,473",643,"3,975,669","24,645","4,929,000","488,348","4,883,480","5,034,861","25,174,305",,,,,,
16057,2016-05-18,08 17 19 23 30 03 08,0,,7,"49,018,459",93,"8,289,276","1,172","3,064,780","40,377","8,075,400","635,327","6,353,270","5,755,235","28,776,175",,,,,,
16056,2016-05-16,10 12 14 31 35 04 05,0,,3,"30,000,000",86,"8,540,402",613,"3,401,537","27,539","5,507,800","531,862","5,318,620","5,283,371","26,416,855",,,,,,
16055,2016-05-14,06 21 27 30 34 04 09,0,,1,"10,000,000",52,"8,220,004",732,"3,262,524","36,177","7,235,400","663,425","6,634,250","6,295,556","31,477,780",,,,,,
16054,2016-05-11,02 05 09 21 30 06 07,0,,1,"10,000,000",58,"8,222,428",564,"3,016,272","29,777","5,955,400","555,830","5,558,300","5,433,191","27,165,955",,,,,,
16053,2016-05-09,04 13 15 30 35 03 05,0,,0,0,36,"8,361,756",629,"3,313,572","24,798","4,959,600","505,209","5,052,090","4,977,405","24,887,025",,,,,,
16052,2016-05-07,08 14 19 20 33 10 11,0,,3,"29,781,492",166,"8,731,268","1,049","3,386,172","35,542","7,108,400","647,385","6,473,850","5,838,485","29,192,425",,,,,,
16051,2016-05-04,16 21 23 24 32 07 08,0,,1,"10,000,000",26,"8,370,674",913,"3,116,982","25,628","5,125,600","487,177","4,871,770","5,031,271","25,156,355",,,,,,
16050,2016-05-02,07 17 21 29 35 04 05,0,,0,0,41,"8,176,671",382,"3,332,568","17,580","3,516,000","390,438","3,904,380","4,191,439","20,957,195",,,,,,
16049,2016-04-30,03 04 05 27 33 04 09,0,,3,"30,000,000",31,"9,602,746",592,"3,935,024","26,902","5,380,400","496,693","4,966,930","4,855,596","24,277,980",,,,,,
16048,2016-04-27,04 12 17 25 27 04 10,0,,7,"47,887,700",364,"5,633,992","1,564","2,386,664","62,241","12,448,200","813,111","8,131,110","6,298,189","31,490,945",,,,,,
16047,2016-04-25,02 03 23 29 32 05 09,0,,2,"20,000,000",63,"9,565,605",521,"3,419,844","27,342","5,468,400","495,818","4,958,180","4,978,155","24,890,775",,,,,,
16046,2016-04-23,03 19 22 32 34 08 12,0,,1,"10,000,000",51,"10,714,182",417,"4,262,991","20,039","4,007,800","435,101","4,351,010","4,684,847","23,424,235",,,,,,
16045,2016-04-20,07 11 25 30 33 02 08,0,,2,"20,000,000",79,"6,686,560","1,524","2,476,500","51,494","10,298,800","783,911","7,839,110","6,220,925","31,104,625",,,,,,
16044,2016-04-18,01 06 10 20 31 05 11,0,,1,"10,000,000",38,"8,366,422",495,"3,482,820","23,570","4,714,000","476,717","4,767,170","4,944,613","24,723,065",,,,,,
16043,2016-04-16,01 09 16 33 34 09 12,0,,2,"20,000,000",55,"11,035,970",698,"4,001,634","23,768","4,753,600","454,399","4,543,990","4,581,055","22,905,275",,,,,,
16042,2016-04-13,02 06 08 19 24 01 06,0,,6,"52,602,342",34,"10,431,846",521,"3,949,701","19,748","3,949,600","386,595","3,865,950","3,946,432","19,732,160",,,,,,
16041,2016-04-11,12 23 24 27 34 03 06,0,,4,"33,147,884",57,"8,125,578",570,"3,023,850","26,417","5,283,400","513,431","5,134,310","4,984,944","24,924,720",,,,,,
16040,2016-04-09,20 22 29 30 35 01 06,0,,2,"20,000,000",98,"9,661,918",631,"3,503,943","25,027","5,005,400","491,620","4,916,200","4,833,975","24,169,875",,,,,,
16039,2016-04-06,01 08 16 22 28 04 05,0,,1,"10,000,000",128,"7,249,792","1,106","2,648,870","31,850","6,370,000","587,673","5,876,730","5,034,004","25,170,020",,,,,,
16038,2016-04-04,03 07 09 15 33 05 12,0,,1,"10,000,000",28,"8,131,900",435,"2,984,100","20,469","4,093,800","389,428","3,894,280","3,899,259","19,496,295",,,,,,
16037,2016-04-02,03 05 13 24 34 03 05,0,,4,"39,572,288",39,"9,773,595",490,"3,603,950","22,446","4,489,200","458,985","4,589,850","4,681,512","23,407,560",,,,,,
16036,2016-03-30,07 15 26 30 31 03 06,0,,2,"20,000,000",65,"7,247,175",832,"2,939,456","31,816","6,363,200","548,728","5,487,280","4,886,741","24,433,705",,,,,,
16035,2016-03-28,17 22 24 25 29 09 12,0,,0,0,33,"8,887,395",383,"3,233,286","21,043","4,208,600","432,723","4,327,230","4,524,998","22,624,990",,,,,,
16034,2016-03-26,14 18 31 32 35 09 10,0,,3,"30,000,000",38,"10,016,268",460,"3,899,420","32,583","6,516,600","426,047","4,260,470","4,087,765","20,438,825",,,,,,
16033,2016-03-23,03 14 15 31 35 09 10,0,,2,"20,000,000",54,"7,958,736",419,"2,968,615","20,303","4,060,600","458,135","4,581,350","5,016,168","25,080,840",,,,,,
16032,2016-03-21,05 09 14 20 33 05 12,0,,2,"20,000,000",57,"9,229,326",698,"3,304,332","21,049","4,209,800","422,348","4,223,480","4,176,651","20,883,255",,,,,,
16031,2016-03-19,03 14 24 27 29 04 11,0,,3,"30,000,000",65,"10,226,710",665,"3,627,575","26,814","5,362,800","468,902","4,689,020","4,712,259","23,561,295",,,,,,
16030,2016-03-16,10 19 21 29 33 04 06,0,,5,"36,584,640",66,"7,748,400",592,"2,895,472","27,537","5,507,400","580,316","5,803,160","5,269,622","26,348,110",,,,,,
16029,2016-03-14,20 26 27 29 32 05 12,0,,3,"24,626,970",46,"5,510,616","1,087","2,058,778","43,827","8,765,400","742,319","7,423,190","6,103,176","30,515,880",,,,,,
16028,2016-03-12,13 18 20 23 31 03 06,0,,2,"20,000,000",37,"7,871,750",711,"3,088,584","29,482","5,896,400","529,672","5,296,720","5,402,858","27,014,290",,,,,,
16027,2016-03-09,06 11 13 15 28 02 06,0,,1,"10,000,000",39,"7,815,054",641,"2,935,139","24,749","4,949,800","454,066","4,540,660","4,432,201","22,161,005",,,,,,
16026,2016-03-07,02 06 29 30 34 01 07,0,,2,"20,000,000",33,"9,448,164",386,"3,501,792","17,187","3,437,400","358,209","3,582,090","3,874,637","19,373,185",,,,,,
16025,2016-03-05,03 06 13 23 24 07 10,0,,7,"47,722,388",107,"6,480,455","1,381","2,476,133","52,055","10,411,000","740,094","7,400,940","6,138,276","30,691,380",,,,,,
16024,2016-03-02,01 02 11 15 18 04 08,0,,3,"30,000,000",31,"9,096,051",438,"3,164,112","19,117","3,823,400","398,294","3,982,940","4,257,791","21,288,955",,,,,,
16023,2016-02-29,04 09 14 25 27 06 11,0,,3,"29,941,587",37,"9,046,426",407,"3,110,701","20,412","4,082,400","425,736","4,257,360","4,097,677","20,488,385",,,,,,
16022,2016-02-27,04 18 21 30 35 02 11,0,,5,"41,613,070",53,"9,078,211",720,"3,440,160","23,863","4,772,600","408,813","4,088,130","4,080,885","20,404,425",,,,,,
16021,2016-02-24,01 04 09 10 35 09 11,0,,3,"30,000,000",21,"9,078,216",309,"3,630,132","15,679","3,135,800","320,821","3,208,210","3,341,882","16,709,410",,,,,,
16020,2016-02-22,01 16 22 29 30 02 09,0,,3,"30,000,000",45,"7,629,525",620,"3,179,980","24,022","4,804,400","427,561","4,275,610","4,049,050","20,245,250",,,,,,
16019,2016-02-20,04 11 15 20 26 08 09,0,,4,"34,003,896",111,"7,158,945",888,"2,956,152","36,218","7,243,600","645,971","6,459,710","5,713,639","28,568,195",,,,,,
16018,2016-02-17,05 10 13 27 33 08 11,0,,9,"59,363,487",81,"6,131,376",619,"2,757,645","26,582","5,316,400","489,845","4,898,450","4,899,190","24,495,950",,,,,,
16017,2016-02-15,11 18 24 28 29 05 10,0,,1,"10,000,000",32,"6,506,176",733,"2,524,452","30,101","6,020,200","509,279","5,092,790","4,836,546","24,182,730",,,,,,
16016,2016-02-06,03 10 22 29 32 02 05,0,,0,0,110,"10,753,600",623,"4,467,533","24,248","4,849,600","471,336","4,713,360","4,866,554","24,332,770",,,,,,
16015,2016-02-03,01 04 10 13 30 03 09,0,,1,"10,000,000",50,"6,304,000",748,"2,535,720","37,001","7,400,200","628,472","6,284,720","5,727,245","28,636,225",,,,,,
16014,2016-02-01,06 08 21 24 27 02 10,0,,1,"10,000,000",37,"8,080,208",468,"2,956,356","19,074","3,814,800","397,760","3,977,600","4,322,531","21,612,655",,,,,,
16013,2016-01-30,03 21 23 31 35 02 11,0,,4,"38,325,928",40,"9,867,240",499,"3,931,122","20,301","4,060,200","409,901","4,099,010","4,557,263","22,786,315",,,,,,
16012,2016-01-27,05 07 11 23 28 03 12,0,,3,"29,783,235",68,"8,224,804",607,"3,070,813","23,187","4,637,400","435,035","4,350,350","4,229,914","21,149,570",,,,,,
16011,2016-01-25,02 08 10 15 23 05 10,0,,4,"33,822,472",48,"7,301,424",675,"2,853,900","26,238","5,247,600","463,228","4,632,280","4,301,820","21,509,100",,,,,,
16010,2016-01-23,12 13 15 16 28 02 05,0,,6,"47,676,996",32,"8,792,704",514,"3,577,440","21,364","4,272,800","431,596","4,315,960","4,461,684","22,308,420",,,,,,
16009,2016-01-20,05 08 10 17 20 02 12,0,,2,"20,000,000",55,"7,038,515",610,"3,010,350","25,400","5,080,000","483,168","4,831,680","4,706,048","23,530,240",,,,,,
16008,2016-01-18,05 12 31 34 35 04 05,0,,3,"26,583,594",76,"6,459,924",783,"2,582,334","38,949","7,789,800","654,216","6,542,160","5,745,621","28,728,105",,,,,,
16007,2016-01-16,02 05 14 32 35 01 03,0,,0,0,39,"11,855,571",351,"4,083,183","16,911","3,382,200","387,329","3,873,290","4,331,318","21,656,590",,,,,,
16006,2016-01-13,14 16 17 22 24 02 09,0,,3,"27,021,624",31,"9,239,736",413,"3,452,680","18,924","3,784,800","396,742","3,967,420","4,245,493","21,227,465",,,,,,
16005,2016-01-11,06 09 12 15 20 08 11,0,,6,"41,528,658",123,"5,352,714","1,190","2,652,510","31,268","6,253,600","580,059","5,800,590","5,399,570","26,997,850",,,,,,
16004,2016-01-09,10 20 23 32 35 09 10,0,,1,"10,000,000",41,"9,085,231",532,"3,799,012","20,515","4,103,000","422,141","4,221,410","4,294,960","21,474,800",,,,,,
16003,2016-01-06,04 12 17 22 26 06 07,0,,3,"26,368,581",59,"7,466,509",613,"2,858,419","26,035","5,207,000","531,118","5,311,180","5,084,035","25,420,175",,,,,,
16002,2016-01-04,07 12 18 25 35 07 09,0,,2,"20,000,000",91,"6,916,546",500,"2,906,000","24,538","4,907,600","473,829","4,738,290","4,750,010","23,750,050",,,,,,
16001,2016-01-02,01 07 19 20 30 05 10,0,,0,0,83,"7,544,783",780,"2,780,700","37,184","7,436,800","603,439","6,034,390","6,013,348","30,066,740",,,,,,
15153,2015-12-30,01 07 22 27 33 02 11,0,,3,"29,505,543",52,"9,536,436",476,"3,569,524","16,433","3,286,600","341,486","3,414,860","3,530,943","17,654,715",,,,,,
15152,2015-12-28,04 05 22 29 35 02 11,0,,1,"10,000,000",34,"9,192,988",511,"3,384,864","18,690","3,738,000","381,930","3,819,300","3,972,788","19,863,940",,,,,,
15151,2015-12-26,15 16 18 30 35 01 07,"2,137,475,851",,2,"20,000,000",45,"8,741,880",482,"3,544,628","24,463","4,892,600","501,527","5,015,270","5,040,792","25,203,960",,,,,,
15150,2015-12-23,04 13 18 25 33 03 07,"2,118,309,429",,4,"34,344,692",58,"6,960,290",730,"2,585,660","31,049","6,209,800","552,799","5,527,990","5,788,831","28,944,155",,,,,,
15149,2015-12-21,04 06 10 12 28 02 08,"2,120,052,540",,1,"10,000,000",41,"7,854,534",523,"3,067,918","22,251","4,450,200","434,628","4,346,280","4,322,481","21,612,405",,,,,,
15148,2015-12-19,08 11 27 31 33 08 09,"2,090,620,190",,3,"24,864,828",36,"7,486,344",587,"2,834,623","30,593","6,118,600","616,382","6,163,820","5,893,747","29,468,735",,,,,,
15147,2015-12-16,01 02 13 18 19 08 10,"2,094,531,807",,0,0,149,"5,832,009",355,"2,785,685","22,199","4,439,800","471,701","4,717,010","4,808,858","24,044,290",,,,,,
15146,2015-12-14,04 15 19 27 31 04 11,"2,058,880,835",,8,"58,624,672",62,"8,511,484",679,"3,035,809","18,601","3,720,200","354,033","3,540,330","3,541,246","17,706,230",,,,,,
15145,2015-12-12,06 07 20 29 32 11 12,"2,075,176,701",,0,0,60,"8,627,160",716,"3,619,380","21,771","4,354,200","457,022","4,570,220","4,645,112","23,225,560",,,,,,
15144,2015-12-09,01 09 24 26 29 06 11,"2,031,681,187",,6,"43,353,390",53,"7,544,603",728,"2,823,912","27,895","5,579,000","462,569","4,625,690","4,117,175","20,585,875",,,,,,
15143,2015-12-07,09 20 31 33 35 10 11,"2,047,286,906",,0,0,38,"8,336,402",411,"3,155,247","20,177","4,035,400","408,260","4,082,600","3,954,570","19,772,850",,,,,,
15142,2015-12-05,12 14 22 26 30 03 06,"2,006,518,972",,1,"10,000,000",35,"8,280,965",585,"3,297,645","24,358","4,871,600","475,493","4,754,930","4,622,413","23,112,065",,,,,,
15141,2015-12-02,02 04 15 19 31 02 03,"1,982,691,329",,2,"20,000,000",37,"7,939,756",480,"3,044,160","18,939","3,787,800","431,328","4,313,280","4,446,065","22,230,325",,,,,,
15140,2015-11-30,01 11 15 26 35 06 11,"1,964,244,295",,2,"20,000,000",40,"8,134,880",974,"3,023,296","24,232","4,846,400","441,087","4,410,870","4,306,926","21,534,630",,,,,,
15139,2015-11-28,02 03 05 25 32 05 07,"1,947,298,377",,3,"28,900,164",55,"9,385,915",362,"3,591,764","21,043","4,208,600","417,630","4,176,300","4,284,034","21,420,170",,,,,,
15138,2015-11-25,01 16 20 29 32 04 07,"1,943,530,802",,1,"10,000,000",19,"8,716,174",404,"3,129,788","16,098","3,219,600","326,651","3,266,510","3,781,938","18,909,690",,,,,,
15137,2015-11-23,14 17 21 23 26 08 11,"1,912,625,918",,6,"40,013,604",163,"5,464,901","1,385","2,077,500","48,106","9,621,200","710,812","7,108,120","5,519,441","27,597,205",,,,,,
15136,2015-11-21,05 20 23 29 32 02 10,"1,931,606,870",,0,0,29,"9,091,674",346,"3,685,246","17,936","3,587,200","373,006","3,730,060","4,091,965","20,459,825",,,,,,
15135,2015-11-18,05 16 20 25 29 06 08,"1,885,887,140",,3,"24,978,288",55,"5,665,880",925,"2,080,325","39,502","7,900,400","705,391","7,053,910","5,944,233","29,721,165",,,,,,
15134,2015-11-16,01 02 06 15 35 04 07,"1,888,647,564",,1,"10,000,000",44,"7,318,300",858,"2,533,674","25,832","5,166,400","500,906","5,009,060","4,876,065","24,380,325",,,,,,
15133,2015-11-14,03 07 08 25 30 04 08,"1,864,412,215",,2,"20,000,000",65,"6,990,685",778,"2,983,630","29,321","5,864,200","550,654","5,506,540","5,384,453","26,922,265",,,,,,
15132,2015-11-11,03 08 14 18 27 01 05,"1,847,218,046",,4,"28,871,752",73,"5,628,811",839,"2,231,740","35,835","7,167,000","633,309","6,333,090","5,491,067","27,455,335",,,,,,
15131,2015-11-09,11 17 19 20 27 02 03,"1,859,845,621",,1,"10,000,000",34,"8,801,784",402,"3,138,816","17,233","3,446,600","374,542","3,745,420","3,724,460","18,622,300",,,,,,
15130,2015-11-07,17 25 31 32 34 02 12,"1,829,288,227",,0,0,42,"9,430,428",391,"3,379,022","21,527","4,305,400","455,917","4,559,170","4,586,524","22,932,620",,,,,,
15129,2015-11-04,01 06 23 25 29 03 09,"1,787,749,312",,0,0,47,"7,624,199",443,"3,193,144","16,140","3,228,000","351,620","3,516,200","3,730,147","18,650,735",,,,,,
15128,2015-11-02,10 12 23 30 32 03 04,"1,745,843,042",,0,0,58,"8,152,132",437,"2,965,482","16,751","3,350,200","400,928","4,009,280","4,066,931","20,334,655",,,,,,
15127,2015-10-31,09 11 14 19 30 03 08,"1,707,307,787",,2,"20,000,000",51,"7,671,267",671,"3,000,041","27,853","5,570,600","491,525","4,915,250","4,641,374","23,206,870",,,,,,
15126,2015-10-28,04 05 08 09 21 03 06,"1,688,575,292",,2,"20,000,000",39,"7,553,286",452,"2,989,076","22,892","4,578,400","447,203","4,472,030","4,225,690","21,128,450",,,,,,
15125,2015-10-26,02 03 15 17 28 08 10,"1,676,808,840",,0,0,66,"6,831,594",528,"2,619,936","28,569","5,713,800","525,683","5,256,830","4,583,569","22,917,845",,,,,,
15124,2015-10-24,04 06 12 31 32 03 06,"1,644,462,021",,1,"10,000,000",46,"8,425,544",365,"3,409,100","19,457","3,891,400","406,997","4,069,970","4,240,577","21,202,885",,,,,,
15123,2015-10-21,04 15 27 29 30 02 10,"1,617,571,033",,2,"20,000,000",29,"8,117,361",396,"3,203,244","16,996","3,399,200","353,985","3,539,850","3,777,325","18,886,625",,,,,,
15122,2015-10-19,11 13 15 26 35 06 11,"1,598,150,469",,1,"10,000,000",36,"8,024,904",396,"3,108,996","15,469","3,093,800","353,370","3,533,700","3,809,460","19,047,300",,,,,,
15121,2015-10-17,02 04 17 27 28 04 06,"1,574,025,843",,1,"10,000,000",65,"8,071,570",580,"3,249,160","25,553","5,110,600","495,487","4,954,870","4,693,793","23,468,965",,,,,,
15120,2015-10-14,01 09 15 24 32 05 10,"1,542,943,366",,12,"63,432,432",146,"2,190,000","3,985","5,977,500","104,048","20,809,600","1,008,928","10,089,280","6,378,514","31,892,570",,,,,,
15119,2015-10-12,01 08 12 16 21 06 11,"1,612,482,645",,2,"20,000,000",73,"7,259,266",633,"2,682,654","26,587","5,317,400","471,137","4,711,370","4,412,743","22,063,715",,,,,,
15118,2015-10-10,03 07 20 24 31 04 09,"1,598,506,448",,1,"10,000,000",35,"8,210,580",801,"2,813,112","31,595","6,319,000","521,029","5,210,290","5,145,677","25,728,385",,,,,,
15117,2015-10-07,06 17 20 30 33 10 11,"1,571,949,674",,1,"10,000,000",27,"7,631,010",428,"2,653,600","17,725","3,545,000","374,570","3,745,700","3,660,002","18,300,010",,,,,,
15116,2015-10-05,07 10 19 24 33 03 07,"1,546,620,811",,1,"10,000,000",107,"6,133,026",573,"2,475,360","20,050","4,010,000","373,011","3,730,110","3,480,171","17,400,855",,,,,,
